@relation dwt_64_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
45,89.673,127.4165,103.85125,-142.6515,-107.27575,-121.100063,-281.763,-234.44825,-251.654188,74.923267,27.987134,11.726907,-222.412,-148.096,-188.830375,46.19125,128.27125,75.958063,39.514016,5
46,101.31875,146.4355,126.342688,-162.158,-118.06625,-142.138563,-319.1155,-250.293,-273.614,70.259898,27.200112,11.976204,-208.17875,-125.17075,-166.333,113.94075,184.9365,133.581625,35.892057,5
0,171.045,188.98975,179.388375,-206.275,-188.672,-196.551813,-587.21,-530.5175,-559.240625,62.490562,25.399989,10.865259,-415.258,-378.29675,-397.174125,-51.001,22.8755,-7.550125,35.029776,7
1,161.084,191.8455,176.93475,-207.764,-178.2955,-193.139625,-603.6875,-542.945,-571.600625,63.321412,25.587415,11.186937,-393.33275,-326.63525,-360.681313,-45.459,33.0565,-1.66025,30.815799,7
2,147.07025,193.6525,166.528375,-207.98375,-163.13525,-182.055875,-617.92,-575.78,-596.475625,63.254237,24.493301,11.503106,-351.7345,-287.2315,-326.72675,-30.29725,24.902,-10.504063,34.44125,7
3,162.86625,182.2265,175.683625,-199.63375,-179.24775,-191.8945,-614.0875,-582.5925,-592.84,60.772292,24.363245,10.460843,-312.743,-301.66,-307.946375,-14.6725,20.1905,9.918375,36.589522,7
4,158.423,173.31575,163.568375,-189.4285,-174.07225,-179.19925,-631.0975,-577.8025,-616.5925,55.5892,25.900377,10.333947,-329.688,-284.058,-306.299563,-28.12525,35.3025,1.806375,35.228576,7
5,132.9345,182.95875,151.28775,-199.14525,-149.24275,-167.303438,-654.81,-607.57,-628.67375,59.460609,26.010223,10.078238,-295.33725,-224.683,-270.9295,15.40525,72.1435,38.96475,35.608919,7
6,119.48225,171.94825,152.978625,-186.05925,-137.15825,-169.067375,-655.835,-613.48,-633.89125,63.872956,24.090489,10.73547,-291.16225,-187.01175,-235.388125,13.8185,100.68375,56.07325,32.870614,7
7,117.432,164.67325,137.6345,-183.252,-133.15475,-153.875688,-677.1,-607.1075,-650.85,63.392123,24.958067,10.408175,-260.45,-189.45325,-224.597063,17.45575,76.87975,44.256438,36.116616,7
8,139.94125,152.56325,145.489375,-168.188,-154.8095,-161.7065,-670.315,-609.475,-645.416875,65.700827,24.539433,11.496755,-212.9885,-199.68275,-204.675438,-1.78225,82.05575,48.297125,31.998038,7
9,131.25025,172.998,149.450813,-188.45225,-145.6545,-164.862125,-660.6925,-611.23,-641.850625,67.949426,25.784036,10.800806,-214.8435,-158.618,-181.933375,9.546,100.781,55.914313,32.323576,7
10,136.499,155.615,147.107,-170.58075,-154.541,-163.275063,-664.845,-611.04,-644.08125,56.278629,25.031724,11.318954,-189.868,-153.73525,-177.819813,39.35525,94.99475,58.801188,33.425271,7
11,150.53725,165.234,157.544,-180.444,-166.6995,-173.638875,-644.0425,-607.815,-620.5325,52.209229,25.124244,9.909283,-178.784,-132.03125,-148.742625,58.3005,121.11825,87.95775,35.640402,7
12,135.91325,171.5575,153.350688,-187.915,-153.3935,-169.409125,-635.085,-581.1475,-603.203125,59.492429,25.160643,10.177578,-169.87325,-96.26425,-126.806438,67.92,162.52425,117.584438,32.34189,7
13,130.20025,178.9795,154.266313,-195.94725,-147.314,-171.405125,-619.44,-567.34,-594.888125,60.906643,25.891362,10.220416,-109.61925,-55.1515,-84.619188,114.77075,166.9185,147.167875,37.943973,7
14,142.62675,171.41125,156.775,-188.64725,-158.105,-172.308063,-571.5075,-542.115,-562.330625,65.290705,24.869241,11.01025,-70.43475,0.5375,-38.317688,146.8015,198.3645,168.09075,30.334606,7
15,157.5685,166.72425,161.438313,-178.7115,-172.1435,-175.146563,-582.445,-537.135,-560.65,65.566476,23.593277,10.625319,-10.57125,22.607,7.690375,139.966,223.145,167.914,32.639014,7
16,137.9395,179.27275,161.86525,-196.02025,-153.271,-177.972313,-561.5225,-519.5315,-536.213,63.153828,25.16323,11.05971,30.2735,79.8825,64.019688,172.53325,240.722,210.0765,30.476268,7
17,139.28275,159.64375,145.715438,-173.82775,-155.42,-160.894625,-563.598,-510.59225,-534.631438,61.215295,26.076593,11.268025,82.959,119.6775,98.138438,186.5975,255.54275,227.008813,35.369864,7
18,139.453,171.60675,156.445188,-187.49975,-155.591,-172.180125,-537.40625,-499.388,-521.166813,54.795472,23.674557,10.853527,122.339,183.2765,157.775813,208.717,278.492,243.287188,32.562122,7
19,148.41275,182.373,163.562188,-198.73,-164.11175,-180.358813,-520.556,-479.95425,-496.855563,55.245192,24.436788,9.965778,163.9645,229.93175,197.595188,261.7675,307.6185,282.29975,33.675298,7
20,142.26075,174.463,155.243,-190.063,-158.7885,-171.435188,-514.5265,-474.9035,-496.570813,60.217921,25.75906,10.479768,170.33675,213.40325,188.34225,251.90325,329.152,296.748063,32.839707,7
21,135.987,159.47275,148.3095,-176.001,-150.14675,-164.599563,-532.83975,-477.146,-504.798125,64.803862,25.306601,10.805966,137.427,184.766,165.881688,260.74225,325.29425,299.152563,36.643283,7
22,133.83825,161.35225,147.851563,-176.1475,-151.172,-164.166313,-519.04,-461.54675,-489.04925,62.150443,24.879044,11.222348,138.037,161.98775,155.444625,279.003,355.20025,326.666375,33.581981,7
23,113.74525,154.5895,135.449125,-170.16575,-129.90725,-152.087438,-515.529,-501.21975,-506.440625,65.151405,24.715276,10.953568,131.42075,155.00525,142.657438,324.1695,361.37925,341.566063,31.005011,7
24,145.58125,166.382,154.119938,-183.838,-162.25625,-171.197688,-528.27275,-479.638,-501.537875,64.56592,26.289755,11.475204,111.1085,164.5995,140.66775,307.83775,388.03825,344.335125,33.035186,7
25,156.12775,183.765,165.264875,-200.7565,-174.951,-183.013688,-548.242,-483.3275,-510.909938,59.044477,26.012577,10.622774,127.39275,187.5,151.910625,302.02425,383.12725,347.044313,34.940317,7
26,124.072,161.84125,144.769438,-178.95475,-139.64875,-161.486875,-528.023,-491.37575,-508.65125,56.069325,24.401474,10.405399,145.60575,173.33975,158.728125,345.068,376.4405,364.924375,33.154791,7
27,141.79625,162.036,150.006,-175.68375,-158.423,-166.162438,-525.93075,-480.85725,-501.561688,60.973818,24.823693,9.995324,141.21125,208.49625,174.902813,341.1385,429.24875,388.978375,33.229698,7
28,128.9065,176.19625,148.449625,-191.47975,-145.94675,-164.11125,-530.66225,-469.2385,-503.026188,65.944425,26.024381,10.755601,148.43775,211.328,182.141188,351.34075,413.376,383.22575,37.441167,7
29,134.15575,187.91525,157.538,-203.6135,-149.90225,-173.79175,-510.05925,-455.5155,-489.972438,62.217265,25.361784,10.751973,189.478,239.2335,208.948,342.1135,405.78775,383.508938,32.675307,7
30,154.5165,182.47125,167.486438,-199.43825,-171.75325,-185.26,-500.611,-459.32325,-478.08875,65.528646,23.540645,11.112937,197.99825,244.14125,229.663313,339.7465,442.96575,385.106313,31.608434,7
31,132.642,155.127,139.5385,-171.21575,-148.97475,-155.97525,-513.354,-467.26475,-481.049125,64.012256,24.195409,10.94953,216.504,243.1895,234.680438,363.18375,379.7875,371.661125,32.992846,7
32,149.85375,168.43275,155.93275,-188.96525,-169.16475,-175.604313,-503.003,-444.30875,-479.687938,60.732694,26.071209,11.003198,238.917,287.76675,259.173625,264.16075,387.66875,327.093563,33.791393,7
33,149.2435,196.11825,164.972063,-214.79525,-166.9675,-182.891875,-508.49525,-450.2505,-472.748875,51.719558,26.034015,10.090906,241.602,319.5045,278.582,222.29,332.5425,289.15325,34.4232,7
34,150.293,195.97175,166.681063,-211.59675,-166.01575,-183.129938,-484.62125,-462.20775,-471.39925,60.112915,24.065733,9.644438,289.59825,327.7315,308.354313,254.2725,282.15525,265.375,32.518698,7
35,152.17225,177.5145,166.583125,-195.09325,-167.0165,-183.258188,-502.76,-451.60725,-471.641563,59.209233,24.828909,10.227493,293.35975,337.133,310.326375,195.97175,291.25825,246.588,34.324355,7
36,136.011,177.90525,164.434875,-195.55675,-153.7105,-180.950625,-505.2485,-442.457,-477.228438,65.705069,26.043867,10.766106,279.028,332.07925,311.761063,185.47475,261.254,221.551938,32.157699,7
37,140.527,184.351,164.508125,-200.0245,-157.2755,-180.45675,-494.72725,-465.626,-479.905813,64.93998,24.649748,10.982384,281.175,356.3455,308.177625,156.226,239.1605,198.998938,32.581592,7
38,167.50525,185.84025,175.256375,-203.9795,-182.83675,-191.601563,-483.88575,-440.52575,-460.569125,63.044934,23.573918,11.162765,331.81225,370.77875,345.923063,205.76125,230.17525,220.666,35.062288,7
39,161.35275,186.96325,171.649438,-201.29375,-175.83,-186.657625,-489.554,-437.66925,-465.009125,57.553542,24.102582,10.504288,344.52925,382.8145,368.034938,212.206,252.8595,232.13,32.893044,7
40,146.46,189.136,173.986938,-206.37175,-163.8185,-190.051063,-484.424,-434.27675,-456.702063,55.138773,25.97553,10.541269,359.64375,423.80175,390.221438,190.845,287.57225,223.339688,31.929944,7
41,159.1795,176.3425,168.292125,-194.605,-177.3685,-185.950063,-472.53325,-435.15425,-452.415438,59.279236,25.38678,10.191179,403.933,443.09275,422.370875,202.808,275.09725,246.050688,32.94907,7
42,153.80875,176.855,166.625938,-192.94425,-172.192,-183.959938,-478.196,-439.20675,-459.386313,64.94104,24.014625,10.108074,425.6135,464.28075,441.656938,217.6995,283.495,251.159313,32.183196,7
43,153.29575,181.07925,168.481375,-198.389,-171.3625,-186.895938,-487.891,-434.9855,-460.791375,63.319644,25.202534,10.708366,428.956,495.4825,472.333,230.2485,313.74425,277.837625,33.037021,7
44,146.7285,176.123,162.817438,-194.09175,-165.42925,-180.303875,-486.42125,-447.9725,-466.28925,65.048874,25.181762,10.869301,457.73875,495.75725,480.286,246.0225,311.89025,275.756688,36.124713,7
45,145.093,162.42675,157.007063,-181.665,-162.49975,-175.158688,-515.28275,-461.304,-490.6125,64.599508,24.587519,11.280985,481.52425,519.45475,497.87475,247.48325,321.4585,281.51825,32.214864,7
46,144.507,189.673,166.290188,-208.0075,-163.76925,-184.51525,-499.24075,-475.58625,-491.381063,64.046904,25.010327,11.067333,507.69275,562.93725,536.4705,282.64025,320.602,302.275625,30.641492,7
47,129.07675,165.4785,149.31625,-183.594,-147.94925,-167.212,-524.74,-473.09375,-504.261938,55.726378,25.110373,10.548923,492.11125,545.55325,529.368688,260.3545,316.45375,290.9125,34.46395,7
48,124.756,166.11325,148.907563,-185.10725,-140.16125,-166.101188,-553.2025,-487.20775,-516.803063,55.101296,25.983903,10.274306,565.085,601.66,580.864375,259.1315,318.16525,296.417813,34.694496,7
49,134.668,166.8945,154.162688,-185.0585,-153.61325,-172.07025,-547.262,-519.627,-532.903188,62.869571,24.484418,10.355685,593.8975,628.49,605.784875,292.2635,332.86275,307.856188,31.467834,7
50,139.52575,152.9295,144.885063,-170.55625,-156.8845,-161.578063,-567.8225,-529.9295,-555.6745,65.325706,24.644329,10.605555,570.8475,610.0325,591.655625,248.21875,311.3535,287.262125,33.682155,7
51,132.6655,164.307,153.204188,-180.63975,-149.5855,-169.916,-591.48,-524.78,-563.695625,59.145947,24.471944,10.855577,576.045,623.9,599.904375,268.602,356.15075,312.097125,35.798029,7
52,125.952,156.885,143.81725,-175.70825,-141.065,-160.657063,-620.3875,-563.5975,-592.70625,65.011397,25.666918,11.151469,560.3525,587.035,574.178125,289.356,344.67825,311.805375,32.768095,7
53,136.54775,156.22575,147.717313,-173.85225,-154.78525,-165.521125,-630.1525,-596.5575,-608.35375,60.249033,24.690799,11.174768,535.352,590.3575,564.722563,278.026,330.90825,308.599375,32.688023,7
54,132.6415,173.7555,160.33325,-191.162,-149.438,-177.587688,-631.5175,-593.8025,-612.1525,62.24661,25.209488,10.429776,533.813,592.5775,563.965125,306.325,356.833,325.634625,33.876656,7
55,124.41425,180.542,149.939125,-196.582,-140.40525,-167.07175,-652.6375,-594.9725,-632.374375,55.790725,25.294922,9.986515,520.1875,594.7975,549.484625,299.80475,344.5295,315.270938,36.095753,7
56,146.99725,176.14725,161.724813,-195.166,-168.77425,-181.3355,-655.37,-613.925,-630.140625,61.666782,25.887378,10.049085,544.09,585.5175,563.451313,281.10325,350.48975,307.5375,34.980039,7
57,144.33625,165.55175,157.251188,-183.64275,-162.1095,-175.549313,-639.33,-609.96,-625.176875,65.113928,24.886717,10.88913,559.792,584.1275,574.878,282.12925,356.2005,321.381625,31.02537,7
58,131.98225,171.1425,150.140438,-187.1585,-149.26725,-166.96775,-663.3275,-603.4175,-637.98,62.702694,24.654197,10.631281,547.975,603.4725,579.353125,273.8025,329.7855,299.071938,31.414503,7
59,138.55,161.76775,153.314188,-178.833,-153.90625,-170.098875,-653.465,-603.0075,-628.156875,65.322524,25.076882,11.205602,569.065,617.8025,588.825375,272.5835,350.39375,302.602313,32.492287,7
60,142.7735,176.31825,158.42275,-196.14275,-159.9365,-177.23375,-658.1275,-608.69,-632.44,63.218882,26.123224,11.24671,519.386,578.7865,562.641875,220.9715,301.197,263.147313,33.11282,7
61,121.82575,171.77725,149.261188,-189.77025,-140.4785,-167.144625,-661.57,-622.6525,-646.64875,55.242717,25.090486,10.959469,477.00225,534.8875,511.265563,215.94175,253.63875,229.839188,31.389132,7
62,132.5685,173.4615,157.110563,-190.99125,-150.24375,-174.560438,-650.37,-609.91,-633.611875,56.310449,24.64935,9.731664,486.669,524.3415,501.16575,231.347,290.91925,253.905938,33.106737,7
63,132.153,162.64575,148.87675,-180.9325,-149.2925,-166.839688,-667.8225,-616.575,-642.60375,58.173675,24.961332,9.994541,438.622,501.07225,474.7235,214.454,305.05225,261.975375,34.3007,7
64,136.35275,187.13375,155.28575,-204.83425,-153.394,-172.809188,-660.26,-600.3425,-632.894375,60.496521,25.842034,10.53831,430.8355,497.51,463.311625,219.23775,273.9495,245.025438,32.893627,7
65,151.73325,181.17675,164.93525,-198.4865,-166.846,-181.0365,-625.2175,-601.3175,-614.39125,64.074481,24.73201,10.878894,473.585,485.79275,479.04725,228.735,268.846,251.848438,33.769065,7
66,152.46575,176.074,161.407438,-190.89375,-167.725,-177.307438,-641.21,-586.8375,-617.89375,62.730978,24.68358,10.86012,469.1385,533.4245,492.363313,200.58675,290.13625,230.383188,34.419383,7
67,124.97575,175.806,157.96525,-192.407,-142.48025,-174.645938,-635.065,-589.9225,-609.31125,60.383384,24.716416,11.700044,480.10475,545.89775,510.786188,156.4215,246.193,207.044188,33.53062,7
68,136.71875,170.60575,147.241063,-188.52525,-154.8835,-165.069625,-621.8725,-582.5725,-601.433125,60.45763,25.588957,10.620072,519.31275,567.7025,539.874125,190.55175,249.58475,212.597813,34.606091,7
69,135.64475,155.4205,145.813125,-171.16725,-152.1975,-162.256188,-629.1525,-588.3525,-609.97875,55.829616,24.36956,10.333766,522.0735,540.016,532.270813,137.86675,198.60875,172.510125,31.619884,7
70,141.504,169.92225,159.2835,-187.4755,-159.546,-176.178,-613.015,-572.215,-585.386875,55.175542,24.671688,9.8103,512.28,564.8975,549.981938,128.14925,199.60975,171.728688,33.722327,7
71,136.23025,163.20825,150.695938,-180.102,-152.539,-166.583125,-606.8375,-567.5275,-586.150625,66.839268,25.748698,10.75718,523.2375,569.25925,551.064063,147.51,204.4675,176.29975,35.434595,7
72,139.08675,162.622,149.688813,-181.78725,-156.396,-167.571938,-607.935,-565.1125,-586.27875,60.45763,25.893112,10.630903,544.0975,578.665,554.4685,182.71475,228.3205,196.331875,32.647977,7
73,148.1205,174.463,161.725063,-192.968,-163.84325,-178.729063,-596.875,-566.745,-581.640625,63.632539,23.347989,11.111712,540.40725,585.03,562.359313,224.61075,250.26875,236.754938,33.567848,7
74,130.71325,163.5255,144.7145,-178.1005,-148.731,-161.5235,-616.4075,-577.7325,-600.990625,61.422831,24.464414,10.696984,518.82525,570.365,549.977563,205.5175,255.34675,232.489188,33.296447,7
75,131.25075,171.142,146.77125,-186.743,-149.6335,-163.8915,-628.465,-583.225,-605.21,55.522024,26.014374,10.77227,495.508,561.1805,533.044625,207.52025,281.41925,233.33775,35.517128,7
76,130.61575,157.37275,142.651438,-173.36425,-148.511,-160.1195,-649.415,-595.92,-611.785625,56.653395,25.705623,10.030535,455.61675,523.41325,494.26825,233.95875,306.0265,268.785938,35.094113,7
77,120.06875,152.0995,134.826875,-170.0435,-138.25725,-152.868625,-648.9,-627.3,-635.315,61.528897,24.569005,10.061421,420.75625,466.23975,451.229375,265.21225,305.54125,289.373125,31.986828,7
78,125.537,149.9025,138.317688,-166.96775,-141.6015,-155.633688,-652.91,-604.0775,-630.14125,64.841692,26.287154,10.66283,402.4165,469.96525,436.467375,282.691,376.1475,339.092625,35.147515,7
79,112.329,154.7115,136.730625,-170.45925,-130.518,-154.407188,-663.3775,-620.68,-639.8075,66.05438,26.042126,11.055059,383.54175,459.17875,432.090688,299.97525,368.748,338.702063,32.750381,7
80,109.96075,147.1435,132.409688,-163.96475,-126.6115,-148.992938,-675.8775,-632.2525,-653.1625,63.911846,25.94623,11.287703,387.5975,446.38525,415.43475,299.708,354.9785,323.388563,30.748517,7
81,118.2615,149.4145,135.6995,-167.554,-135.84,-153.106813,-661.3575,-627.2875,-646.498125,61.45465,23.525302,10.90013,410.66625,453.02425,433.323813,342.84525,374.60775,356.096875,33.321674,7
82,105.8105,131.4455,122.753875,-150.4395,-124.26725,-141.082813,-685.9875,-634.42,-662.048125,58.909066,25.485713,10.614554,409.59175,459.719,438.078813,300.43925,367.11475,341.498688,36.251419,7
83,115.0145,152.5145,132.006813,-168.457,-130.88375,-149.084375,-683.7375,-642.9225,-661.504375,55.419494,26.061656,10.294029,440.72125,490.4515,463.646,327.6865,371.606,346.569625,36.074973,7
84,120.28775,152.075,137.670688,-169.36075,-137.40225,-154.650938,-687.8125,-637.35,-656.963125,60.386919,25.162323,10.400593,465.86675,517.80025,495.385125,328.64175,401.53825,370.63775,35.047305,7
85,117.43175,135.8155,126.184,-151.65975,-132.1045,-141.961625,-691.185,-661.475,-676.52375,64.046197,24.404848,10.621154,437.5015,486.112,462.61725,294.55425,365.0385,333.87375,32.099134,7
86,115.38075,139.5995,124.761938,-158.5945,-131.6895,-142.730938,-693.605,-649.6325,-675.97625,65.531121,24.918635,10.830292,414.21225,466.746,440.802188,298.58475,358.988,333.614313,32.703611,7
87,116.28425,160.8645,133.465563,-176.416,-132.66625,-148.9745,-716.575,-668.285,-688.02625,63.561829,26.411378,10.728251,379.711,469.31425,432.039,280.7855,375.44025,335.09475,33.55473,7
88,124.8535,150.5855,137.927188,-169.361,-141.3815,-155.737438,-710.6925,-678.3475,-699.678125,61.94609,24.024313,11.378021,403.049,436.9135,414.989,278.5635,340.159,310.875188,36.618276,7
89,131.93325,163.8915,147.888188,-180.61525,-148.19375,-163.574188,-719.335,-673.1925,-698.08875,60.174787,24.019004,10.507745,403.07375,435.984,423.400688,297.60725,325.02375,309.96125,34.539313,7
90,138.8185,162.15825,150.36625,-179.02775,-155.6395,-167.486438,-739.375,-672.7575,-710.328125,56.861992,25.891172,10.209075,413.94025,475.2225,440.553,279.6865,377.5655,326.911313,36.426604,7
91,136.426,175.5615,154.473875,-193.1645,-153.63775,-171.673563,-726.0225,-683.13,-704.13375,57.381715,25.830986,9.716743,429.76,465.43275,449.347063,316.38225,379.126,345.673,32.661946,7
92,131.37225,172.72925,157.788188,-188.7205,-150.00025,-174.84125,-737.11,-676.07,-703.855625,61.111704,23.731666,10.818413,414.823,481.7145,450.276063,336.792,410.62025,363.751,35.139354,7
93,155.9325,165.673,161.358313,-183.667,-173.926,-179.547188,-735.13,-693.455,-711.6875,68.119132,24.248653,10.690281,421.50875,432.103,427.368313,316.2365,371.29125,347.003625,29.465078,7
94,153.02725,193.57875,171.032375,-211.57225,-171.72875,-188.83075,-723.39,-667.915,-692.390625,66.121555,24.916241,11.307217,373.09625,455.785,407.574313,321.21775,403.70725,351.928625,32.882138,7
95,151.245,212.91525,179.449375,-229.8095,-171.09325,-197.332563,-725.85,-646.12,-674.516875,58.173675,26.007128,10.607921,368.6545,433.93525,395.203188,344.87225,404.90975,373.627,30.901133,7
96,171.1915,192.84675,184.320188,-208.716,-189.18475,-201.788563,-681.25,-656.5175,-670.695625,54.549753,23.953245,10.631669,329.6395,380.22825,357.807813,304.12425,385.42675,343.639625,34.741317,7
97,174.36575,223.071,199.59125,-241.30875,-192.2605,-216.949375,-675.22,-635.6925,-646.6,53.30878,23.347584,9.888489,310.59575,386.50475,337.403813,315.25875,379.784,343.017313,37.29073,7
98,172.09475,202.295,191.583375,-218.4575,-187.6465,-208.569313,-670.4075,-599.315,-636.27125,61.076348,25.668641,10.114264,280.83575,318.53125,297.070813,297.87425,362.32775,329.29075,36.488557,7
99,179.8335,209.03275,192.120063,-226.85625,-198.853,-210.870625,-629.5425,-585.23,-610.445,65.223529,26.169522,10.423948,227.1965,292.92175,262.140188,282.25225,366.185,318.151875,32.901098,7
