@relation dwt_64_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
4,-51.61125,-19.94675,-30.395688,7.593,37.1825,17.64525,882.86,907.375,894.536875,66.708454,26.475082,11.01549,135.742,187.40225,165.954438,25.14675,63.965,43.713625,32.669499,5
5,-27.05125,-8.37475,-15.136875,-3.6375,17.11425,3.912437,913.915,950.785,934.52125,68.500969,27.706465,11.321588,154.90725,198.73025,175.0855,30.24925,101.2935,75.567625,33.324939,5
6,-56.274,-0.5615,-30.004875,-9.7655,43.72525,17.138625,891.11,965.04,926.8125,70.749569,27.676575,11.797548,107.42175,180.49325,147.540375,22.9005,83.35,54.126125,35.779655,5
7,-45.02025,-3.80875,-28.186125,-9.49675,32.69025,15.936375,909.91,955.615,936.49875,72.510265,28.070869,12.021958,124.65825,170.94725,151.666438,-0.0735,61.96275,39.935063,35.749356,5
8,-24.07225,-10.3025,-15.380813,-2.27025,9.15575,3.222688,950.395,982.035,964.809375,69.225754,25.441594,11.983522,154.639,186.91425,173.44375,46.484,80.56675,62.481875,32.583009,5
9,-62.13375,-29.4925,-39.825625,17.16325,47.876,27.392625,918.0175,957.615,943.455625,69.604056,26.698382,12.015028,104.46725,149.9025,133.490063,-14.30725,37.35325,15.35025,36.773286,5
10,-54.102,7.66625,-26.324563,-18.31075,42.9925,15.142563,925.51,992.3575,958.8675,63.67143,28.67912,12.275506,122.4855,181.61625,152.942,-22.046,56.61575,19.275,38.686455,5
11,-41.7965,7.17775,-19.165063,-19.8485,31.59125,5.725125,943.44,993.75,964.015625,60.040437,28.305979,11.373627,160.27825,226.78175,184.86325,-18.70075,63.03725,25.335875,36.6065,5
12,-41.358,-15.723,-32.580938,5.17625,28.97975,21.496688,939.0825,967.4075,953.16125,63.151707,26.172623,10.910564,181.54275,218.0665,199.359188,-9.39925,37.64675,9.564188,35.82921,5
13,-25.7325,3.3445,-14.758563,-14.23275,15.55125,3.192188,962.105,1005.0775,977.988125,71.368287,27.308079,11.202887,228.9785,260.91425,241.046125,-7.78875,63.23225,27.80125,36.688907,5
14,-35.74225,1.53825,-16.99825,-12.3045,24.17025,5.02925,945.825,1005.855,977.403125,69.812653,28.349891,12.176722,226.68325,311.05875,266.765938,-13.64775,61.5965,25.878813,33.59063,5
15,-31.29875,1.3675,-15.4785,-14.1115,18.33525,3.277562,950.24,999.7325,975.925625,71.191511,28.093737,11.912002,278.1985,334.9855,300.8125,-32.446,37.30475,8.099563,37.172665,5
16,-8.276,7.007,1.00125,-18.1395,-4.29625,-13.146688,976.6825,1012.6,997.17875,70.024785,25.694342,12.122395,332.74025,350.75925,342.659563,-35.181,26.513,-15.6435,31.745283,5
17,-24.41425,28.0765,12.731938,-40.6735,10.54675,-25.8115,956.2,1027.485,1003.931875,66.775629,27.11888,11.757328,317.01775,400.879,374.7015,-108.91075,-28.7595,-79.730063,36.042023,5
18,-1.782,36.40125,16.919,-49.6095,-9.2285,-28.308375,987.7475,1038.8625,1014.838125,64.944222,27.896264,12.227291,366.14,427.831,404.265313,-158.887,-62.10925,-113.549688,32.786658,5
19,-1.66025,40.015,16.534375,-53.75975,-11.0595,-29.809438,989.7975,1041.16,1021.06875,61.005638,27.762661,11.150303,418.0895,462.86725,439.117063,-186.1815,-141.33275,-159.851063,36.682509,5
20,9.32625,21.16725,13.867313,-32.6175,-22.1435,-25.897313,1006.865,1036.4475,1020.8925,64.877047,26.621164,11.245032,434.96175,464.7485,453.424688,-222.14275,-171.582,-198.840375,36.495515,5
21,-3.98,30.4935,5.938688,-43.77425,-7.2025,-17.993375,1000.6625,1055.7375,1025.838125,64.633095,27.112145,10.94192,452.46825,500.5105,481.580375,-243.67625,-171.5585,-206.304813,35.426185,5
22,-17.2605,18.94475,-0.762875,-31.10375,4.68725,-12.182688,988.16,1043.015,1013.024375,69.536881,28.610992,11.719181,458.5725,506.516,484.11925,-268.823,-208.47225,-239.105313,35.170891,5
23,0.00025,17.3095,5.975563,-31.64025,-13.159,-19.488313,990.6,1043.3175,1008.559375,67.503949,28.684875,11.736064,477.759,507.104,491.4315,-307.009,-239.1835,-267.63975,37.957445,5
24,-2.148,31.78725,14.544688,-48.04675,-14.40425,-29.05275,995.19,1033.0825,1015.950625,70.919275,25.942694,12.233476,498.148,549.217,521.222938,-283.34775,-218.52975,-250.70175,32.043741,5
25,-21.8265,19.3845,-0.396687,-33.74025,8.30125,-13.696125,984.135,1026.215,997.184375,68.776741,26.326493,11.707402,465.796,544.751,505.794188,-305.81175,-251.56175,-291.363,32.976561,5
26,-3.14975,22.55875,14.074563,-39.20975,-12.06025,-29.08325,973.335,1034.6625,1005.349375,61.801133,27.651392,12.052899,515.47625,551.835,534.545563,-325.709,-278.224,-297.778875,36.048466,5
27,-7.03125,39.74625,16.436875,-51.587,-6.079,-30.029375,963.135,1014.2325,996.9775,62.738049,28.385284,11.454215,511.64375,581.615,547.387125,-372.28825,-298.65775,-321.227063,36.263961,5
28,-0.19475,47.94975,17.9265,-62.30475,-12.18225,-31.6405,959.325,1006.3475,988.060625,63.080996,26.341191,11.273213,518.4575,597.0225,554.469188,-419.34075,-335.669,-371.175563,35.849248,5
29,15.625,42.212,31.152438,-59.05725,-27.63675,-44.988875,953.2725,1012.5225,985.500625,62.529453,26.8632,10.670612,556.2,595.4625,581.928125,-452.7585,-380.39525,-412.018625,37.62709,5
30,29.932,51.63525,38.415625,-65.28325,-43.01725,-51.52575,950.2,1001.7075,973.3225,73.680527,27.959362,11.512185,590.525,647,612.28,-479.147,-402.66275,-435.844688,35.839164,5
31,29.80925,90.77225,49.164,-104.1505,-45.89825,-63.58025,939.5525,982.6125,956.55,66.839268,28.177004,11.753659,618.0675,697.1175,645.916875,-523.63225,-465.40525,-493.327938,36.774979,5
32,48.31525,71.75275,60.791,-85.18025,-62.47575,-74.755938,932.3175,978.91,956.5225,69.947003,26.111706,11.850983,647.99,704.9075,677.29125,-572.33975,-473.8755,-523.218313,33.335255,5
33,48.56,74.12125,60.205375,-86.05925,-62.7195,-73.553313,912.62,969.9025,932.4175,69.536881,25.641055,11.968603,689.2125,733.7375,708.753125,-575.218,-515.67475,-555.358563,37.279924,5
34,11.5965,81.787,53.308188,-94.8245,-25.65925,-66.247625,859.4275,952.855,906.94125,65.775073,28.1104,12.414657,664.775,768.82,721.540625,-649.315,-519.967,-566.589688,35.031274,5
35,-40.6495,62.4995,23.181063,-74.0725,27.68575,-36.389188,796.22,909.055,866.421875,63.148171,26.736111,11.691527,642.8025,787.2275,722.7375,-663.3825,-499.2455,-583.521,35.590402,5
36,-44.72625,68.799,23.480375,-78.73575,31.494,-35.614188,753.805,924.485,847.619375,58.559048,25.524038,10.998827,639.455,792.0425,723.6675,-687.305,-492.5805,-581.830125,33.128907,5
37,-54.15025,74.75575,9.698375,-89.771,42.72425,-22.32075,745.8775,887.6475,826.9175,49.508081,25.509854,10.486166,655.9375,777.7125,722.3225,-646.945,-505.7375,-566.690875,33.284081,5
38,-12.0115,97.75375,41.25375,-110.913,0.22,-54.296813,783.305,892.0425,833.350625,71.332932,26.93975,11.215571,706.3025,800.0775,747.22625,-580.9815,-471.218,-530.095438,36.981301,5
39,-24.29275,110.20525,41.015563,-124.56075,11.133,-54.541,733.205,875.7125,798.274375,55.52556,27.488366,11.614426,651.5175,809.7375,722.34375,-625.3925,-458.88675,-553.589938,37.322478,5
40,-28.247,95.11675,34.020875,-106.6405,15.16125,-46.624688,682.96,840.6075,754.088125,69.119688,26.51803,12.268602,652.1975,792.26,717.706875,-611.7675,-477.15025,-559.540188,34.360081,5
41,-15.72225,89.69725,35.784938,-103.56475,4.3705,-48.297125,664.385,786.6175,730.879375,70.25813,26.104426,12.012628,653.3425,744.045,706.904375,-644.5525,-513.573,-561.157188,35.185732,5
42,-22.3145,10.9625,-1.922563,-25.269,8.20275,-11.480938,646.5575,707.08,680.791875,65.290705,27.443214,12.159531,622.44,695.0625,660.754375,-675.2675,-564.1805,-626.0445,31.338924,5
43,15.698,120.972,62.347438,-135.79125,-29.6875,-76.617563,675.0725,794.9475,731.994375,61.939018,27.162787,11.358116,663.33,785.3475,711.206875,-677.56,-531.664,-616.454375,35.042003,5
44,-9.96075,12.5,1.977563,-26.22125,-2.0995,-15.863125,620.265,651.8775,642.55875,60.595516,26.528104,11.376354,647.56,659.0575,651.434375,-770.1425,-719.435,-741.893125,34.782085,5
45,5.51775,17.35875,11.065875,-28.4185,-21.68,-23.85275,645.585,685.0075,657.599375,65.011397,26.933995,10.679331,649.66,691.385,676.97375,-781.225,-693.63,-745.941875,35.800926,5
46,-13.745,29.66375,1.953375,-42.11425,-0.048,-16.064063,623.1875,706.935,670.7025,68.087312,28.286581,11.545732,652.61,738.6925,689.678125,-823.05,-709.6175,-770.41625,34.984046,5
0,75.269,100.48825,87.408688,-112.35325,-88.62325,-100.274688,767.9975,816.31,793.488125,65.181103,27.531081,11.262958,144.09175,207.51925,177.240063,75.29275,163.76975,115.051125,35.098804,5
1,78.955,112.62175,93.133438,-124.0475,-93.3355,-106.530625,756.0275,811.11,786.62625,67.090291,28.691705,11.05886,130.68825,209.96075,168.02975,83.1795,154.7365,115.47275,34.352599,5
2,84.79025,111.841,100.457938,-125.97625,-98.09525,-114.599563,765.995,796.27,785.6525,71.127871,26.632735,11.869451,130.151,175,157.556063,108.20275,141.284,127.673125,35.051102,5
3,89.3555,99.17,94.73875,-115.991,-100.9765,-108.831875,751.7075,794.4575,764.665625,71.294041,25.879999,11.788679,108.25175,156.32375,125.244375,95.43525,157.1045,114.154313,33.429271,5
4,70.62925,123.75475,106.042063,-137.6225,-85.01,-120.031875,737.99,804.005,773.9025,65.700827,26.914025,12.616717,75.098,164.673,130.065938,93.99375,166.82075,129.906938,35.067186,5
5,82.9835,117.3585,103.1555,-133.32525,-97.24125,-117.804,736.6725,772.145,756.365625,65.361415,28.289251,11.993424,92.7735,140.8205,120.141688,111.45025,182.98325,147.985688,37.138886,5
6,74.707,118.55425,101.5685,-133.3735,-88.4275,-115.692,692.7475,754.515,733.61,58.421162,26.925704,11.663865,39.502,115.20975,90.619063,130.46825,195.068,164.098688,32.010714,5
7,121.826,144.57975,134.649688,-158.59325,-137.71975,-148.864625,740.87,762.405,752.35,61.493541,27.630512,10.491146,98.6325,112.23125,107.39125,181.0535,211.37675,198.211563,34.831521,5
8,91.25975,141.45525,118.32275,-155.7125,-106.12825,-132.147125,689.215,737.6725,715.369375,67.81154,28.470956,11.326887,44.18975,92.285,63.916188,153.076,225.4145,182.12275,35.149729,5
9,100.659,148.77925,128.454563,-163.0375,-118.3105,-143.622063,672.805,730.9825,705.0725,68.186307,28.5068,11.512423,12.793,93.11525,55.902188,162.9385,254.833,202.527,38.19725,5
10,138.86775,178.49125,156.366063,-194.2625,-150.24375,-170.477188,699.3125,736.935,712.284375,70.845028,26.517279,12.042372,50.757,83.4965,68.25575,190.7465,230.00425,205.608813,31.576311,5
11,118.4325,124.21875,121.801625,-139.01375,-135.474,-136.926313,647.3625,677.025,659.77125,70.123779,27.444115,11.844591,0.513,37.40225,21.844563,149.7805,202.2945,181.274375,34.462868,5
12,123.73025,167.30975,147.094938,-181.37225,-137.964,-161.6945,639.87,708.15,674.26625,71.329397,27.599066,12.591821,-10.10725,67.114,32.373,155.5665,233.22725,194.3175,39.095878,5
13,110.62025,159.91225,136.877563,-173.70625,-123.12025,-151.983938,626.535,675.0975,646.99,69.780833,28.803388,11.692327,-24.80425,42.7005,7.34875,157.179,226.68325,181.7875,39.51985,5
14,126.026,157.3,139.782938,-173.7305,-143.50575,-156.097375,578.6875,631.81,616.16375,61.631427,26.347776,11.636899,-8.78925,17.4315,5.145188,146.7285,202.3695,176.08675,38.135797,5
15,142.066,176.6115,156.787313,-192.38275,-159.253,-173.065313,589.19,637.7925,611.24875,62.667338,27.048743,10.632268,18.408,53.32025,36.437813,166.65075,225.708,192.25425,38.119358,5
16,127.05075,174.341,152.801688,-188.03725,-142.285,-167.474313,549.34,603.2475,572.43625,67.571124,29.025244,11.554529,14.13575,72.04575,42.523125,117.55375,199.43875,165.277125,31.742419,5
17,159.7655,182.3975,170.648313,-196.777,-174.56075,-185.2905,524.65775,588.845,558.991313,70.744266,29.640696,11.802931,51.63575,104.297,76.9835,61.8165,165.91775,126.214625,36.841509,5
18,169.53125,199.09675,181.719875,-216.162,-183.61825,-196.057188,535.67,567.3325,554.381938,70.777853,26.453906,11.583933,115.50325,166.77225,135.638563,101.758,125.4635,114.48975,38.531251,5
19,172.7785,184.4235,176.904125,-195.4345,-184.668,-188.81225,503.934,531.0775,512.232813,72.471374,27.241198,12.045638,119.77575,155.4925,140.393,32.95875,83.3495,53.32025,39.229507,5
20,172.0705,213.67225,198.858875,-225.1955,-187.06075,-211.82875,491.62925,544.873,514.422938,69.877706,27.536216,12.876612,144.6285,204.95625,177.886813,-10.2045,79.004,42.21825,40.28297,5
21,177.6855,208.203,191.217063,-222.412,-190.5275,-205.14525,459.474,504.8595,489.875563,65.184285,28.397563,11.951619,160.5225,213.84275,185.58975,-9.20425,37.69525,21.405188,35.13124,5
22,185.913,206.10325,198.858625,-221.3625,-203.34475,-214.074813,428.88325,482.30075,462.597625,59.695722,27.741293,12.386613,187.59725,226.441,204.828063,-29.88275,19.1645,-1.54425,40.023808,5
23,206.59175,240.8935,223.040438,-254.932,-222.80225,-236.865438,437.18525,487.45125,468.720125,62.146908,26.790896,10.643693,180.34675,230.6645,213.8305,-48.75475,28.90575,-4.657188,38.799345,5
24,201.5135,241.28425,216.656375,-257.3485,-217.33425,-232.458375,414.37925,472.68075,439.318563,69.158225,27.86226,11.905372,139.6245,204.37025,165.362688,-63.74525,-8.3495,-44.982813,36.692054,5
25,209.7415,248.24225,227.911563,-262.49975,-222.8275,-242.492625,402.4885,478.38925,438.773938,77.337683,27.998414,11.597388,123.4615,195.65425,158.752313,-80.34675,-29.6385,-55.535875,41.083089,5
26,204.95625,247.68025,225.036625,-263.086,-221.118,-240.411438,402.78725,450.19725,425.134063,73.5734,26.431191,11.885666,119.50725,197.388,153.247313,-138.6715,-13.5495,-56.72625,31.833226,5
27,210.03475,249.8535,228.027563,-262.84225,-226.929,-242.761438,400.637,443.07,414.991188,75.373694,26.991185,12.128668,118.774,192.798,148.5045,-116.84575,-27.07525,-78.161563,30.865133,5
28,202.36825,235.5225,225.25025,-248.023,-217.7735,-239.65475,372.80075,435.134,407.959313,62.28338,28.584777,12.83432,112.62225,147.9495,135.022125,-106.95825,-55.0535,-84.783938,37.340587,5
29,214.11125,251.05025,229.748563,-267.627,-229.5655,-245.141438,380.6405,446.31325,416.846,60.560514,28.428575,11.624737,123.242,174.487,148.113813,-99.51125,-46.0935,-65.508813,40.727671,5
30,217.0655,238.794,224.597125,-253.19825,-232.78825,-239.117625,400.60825,419.77525,411.071,63.528595,26.589869,11.397192,125.806,167.236,149.304063,-120.45875,-68.3355,-93.298313,37.031953,5
31,212.81775,252.95425,228.3815,-265.112,-224.90225,-241.741688,398.556,450.219,417.060063,66.363032,26.675798,10.751062,170.38575,212.256,185.32725,-103.418,-36.3285,-78.472938,35.982233,5
32,208.7155,233.98425,221.36225,-246.72875,-223.2425,-235.479938,385.0575,451.63475,413.904125,69.09105,28.908616,11.449399,170.4095,225.83025,200.958563,-117.62725,-71.80175,-96.240375,32.953611,5
33,186.03525,234.47225,213.08575,-249.8045,-201.07375,-227.905,382.88825,434.91075,404.297063,68.433087,28.951707,11.626637,194.3845,250.29325,212.207438,-145.679,-65.21,-105.713188,36.542453,5
34,207.8615,235.08325,217.865125,-250.04875,-224.41425,-233.160375,396.28925,412.3045,401.862938,74.1953,26.189644,12.155134,223.6085,250.3425,237.921438,-140.62475,-82.08,-110.235438,35.812751,5
35,196.24,221.2405,208.673188,-234.1795,-212.79325,-223.577938,350.807,406.3975,367.939625,69.09105,26.717003,12.175393,206.56675,267.5545,227.905188,-163.81825,-81.9335,-137.566938,33.646989,5
36,186.475,228.44275,215.613,-242.72475,-202.02675,-229.59,327.19675,392.992,364.82575,64.392679,27.750775,12.591109,194.0915,262.207,236.065938,-185.0095,-124.38975,-148.352,33.551207,5
37,190.3325,221.069,206.683438,-235.5465,-207.959,-222.027563,332.61475,378.91025,361.963188,64.803155,27.589529,11.975383,207.10375,250.80575,233.153938,-169.3605,-108.203,-133.148313,37.94544,5
38,173.55925,211.96275,194.720375,-225.879,-190.72275,-210.150125,325.4145,363.49925,346.312688,59.453892,26.874316,11.473203,200.659,259.25325,228.833,-200.16875,-99.63375,-145.794188,35.774987,5
39,192.261,207.88575,200.805688,-223.24225,-206.3965,-215.6615,358.7875,408.27575,385.783813,66.740627,26.9734,10.890419,239.0375,279.6145,262.616688,-141.6015,-69.971,-97.082625,38.198744,5
40,165.28275,209.375,187.780625,-222.827,-182.813,-203.155625,349.61175,399.19625,374.1955,70.744619,28.966211,12.07444,251.05,304.1995,268.341438,-114.33125,-46.60625,-84.088188,39.807231,5
41,156.86025,188.306,170.654438,-204.02825,-171.21575,-186.242563,327.637,391.18625,354.57325,68.434148,28.301657,11.817172,220.752,304.127,256.165,-115.67375,-18.13975,-87.457313,37.383452,5
42,186.27925,199.58475,191.565125,-214.2335,-202.6365,-205.834813,359.008,374.53575,366.473375,68.57168,26.700639,12.452493,273.143,309.71775,286.499313,-58.86225,-14.038,-41.064375,34.534226,5
43,148.364,172.0705,164.7645,-184.9605,-162.84225,-178.96125,320.01875,354.9295,337.67625,70.673909,26.428828,11.625166,233.228,285.499,258.728563,-70.85,3.88175,-39.013688,33.581345,5
44,158.64275,199.36525,176.159813,-214.258,-171.72875,-190.344375,314.209,370.0935,344.452063,65.635773,28.905725,12.383836,241.7975,295.287,269.275125,-51.2455,33.00775,-16.620063,37.500625,5
45,143.77475,174.14525,157.31225,-188.257,-157.83675,-171.295313,297.24225,353.1715,327.368375,62.909169,27.78878,11.285561,214.33125,261.30375,235.064813,-32.98325,39.698,0.073563,33.229478,5
46,147.02175,165.1365,152.441438,-177.759,-160.742,-166.528188,311.2285,337.23025,323.22225,58.070791,26.582617,11.363885,213.57425,232.22475,219.77475,2.17325,32.51925,19.866875,34.369128,5
0,96.33825,129.41925,114.410563,-145.459,-113.89125,-131.03625,55.32225,73.9015,66.748063,73.472991,27.149265,11.429729,178.17425,219.7265,198.468063,-306.44675,-231.27325,-278.832188,34.521847,5
1,117.09025,165.1855,138.092125,-182.9585,-132.6655,-154.144063,41.9925,96.14275,67.907875,68.639209,27.407509,12.328412,210.42475,283.129,245.971563,-338.67275,-231.642,-299.480438,43.345397,5
2,115.91825,140.84425,129.449438,-157.5195,-133.10525,-145.818938,32.86125,92.35825,62.499875,69.432936,28.902618,12.114927,233.00725,312.62325,268.988438,-357.95925,-280.12925,-324.739063,33.468195,5
3,74.5605,119.043,102.435375,-136.2795,-89.67225,-118.469063,24.243,63.18325,39.440938,64.978871,26.945605,12.407857,236.62,300.026,266.2725,-399.46675,-315.164,-360.182438,33.36476,5
4,87.7685,137.59775,111.853063,-153.07625,-103.907,-127.44775,36.88925,73.02225,54.699625,61.87149,27.471743,11.362064,287.429,328.687,305.848,-388.06225,-339.86775,-357.8485,37.346548,5
5,82.031,107.617,96.112,-124.78025,-100.61025,-112.54275,8.81375,68.11525,36.615,63.528595,27.50328,11.214663,268.971,337.352,306.909,-419.5325,-364.84425,-389.440813,35.85606,5
6,62.86625,118.70125,87.548938,-133.47225,-79.90725,-103.662375,27.27075,89.746,49.7255,62.735221,29.093381,11.416169,275.465,351.10075,305.58,-423.0755,-349.56125,-391.340563,32.555735,5
7,59.74175,95.6545,79.931938,-110.57125,-76.9285,-96.917688,36.938,87.7195,62.145938,70.503849,28.040095,12.063301,264.2825,318.28675,300.666625,-444.2355,-360.03475,-401.82425,32.255002,5
8,65.11275,97.68025,84.24075,-114.7215,-80.8595,-100.903313,25.3665,69.043,45.471375,73.093274,27.410645,11.819315,275.53525,298.92625,286.884,-444.82575,-396.70275,-422.5695,39.353184,5
9,43.43275,88.25675,74.749875,-103.0765,-60.05875,-91.186563,23.34,79.44375,56.67725,68.431673,26.098088,12.595428,212.134,292.5295,256.042125,-469.40925,-401.49,-436.408125,32.764015,5
10,66.84525,100.90325,89.062313,-116.0405,-84.6925,-104.193125,36.74325,85.815,62.768563,66.222318,27.38474,12.205041,216.84625,281.15075,244.34775,-526.46525,-446.72625,-479.589,34.535496,5
11,63.74525,89.282,78.613313,-104.492,-81.78725,-94.26275,31.421,74.707,56.774938,67.43041,27.864131,12.474177,186.86525,242.0155,215.350188,-529.618,-466.50775,-492.604188,34.411906,5
12,63.32975,97.925,83.57525,-115.16075,-80.00475,-100.213688,46.45975,100.95225,80.334563,61.699309,26.667773,10.945279,153.22275,229.49175,190.039,-505.177,-442.3565,-470.947,37.204805,5
13,52.6615,94.84875,72.23525,-110.5955,-68.3105,-88.159,55.12675,104.80975,84.417563,69.225754,27.097477,10.999502,131.20125,180.76175,155.78625,-520.79625,-463.574,-494.205813,35.382987,5
14,46.167,81.7385,62.823438,-99.41425,-61.03475,-78.973375,47.63225,102.6125,75.042813,67.395762,29.071362,11.307212,100.70825,172.72925,135.907,-558.94,-481.20125,-519.733313,39.303531,5
15,45.4835,83.032,64.27,-98.5595,-61.7675,-80.03525,72.63225,125.19525,103.418,71.574409,27.156619,12.133726,118.18825,159.888,145.23925,-532.10575,-468.82475,-499.111125,34.18309,5
16,55.49325,71.5825,61.431813,-85.74225,-70.288,-76.708813,89.5265,117.55325,104.864313,74.439606,26.765188,11.956792,128.39375,150.43975,139.532563,-531.02875,-485.6445,-514.776688,36.802001,5
17,52.661,91.2105,68.603375,-108.496,-70.532,-84.36275,103.272,163.892,135.968188,66.498443,27.154737,12.43599,90.9915,166.7235,125.537188,-568.605,-482.5635,-526.694813,35.062248,5
18,49.1945,89.2085,72.930938,-103.6865,-64.966,-88.0615,124.73125,183.3495,155.00475,68.708152,28.626947,11.787956,127.7835,202.002,167.742938,-521.53325,-458.6405,-488.346188,40.348705,5
19,36.792,70.142,57.171875,-86.42575,-53.906,-73.49225,135.3515,175.34175,151.116813,64.875987,26.646048,12.017603,138.57425,180.2,160.143813,-519.7765,-480.22675,-501.594375,36.065767,5
20,64.20925,82.4465,74.652313,-98.193,-78.1005,-89.275875,169.9705,196.87475,185.7115,62.147615,26.680981,11.017432,155.93275,215.06325,195.648313,-529.15075,-458.91075,-487.04325,39.172831,5
21,35.49775,69.97175,53.003063,-83.86225,-51.07375,-67.8895,156.07925,200.659,177.6305,65.73901,28.868362,11.549259,143.74975,217.79775,185.565,-537.98975,-467.968,-502.354563,37.502475,5
22,36.3035,80.835,63.293375,-94.458,-52.3925,-77.368063,168.48125,235.4485,191.808688,65.566123,28.300444,11.259595,185.40075,255.71375,218.970125,-480.2725,-382.49825,-439.343563,38.416823,5
23,48.43775,87.81725,70.501875,-103.85725,-66.1375,-86.852875,191.87,260.23,217.96875,70.814623,26.677347,12.40068,202.41675,209.39925,206.512188,-422.90275,-331.37125,-386.9875,36.809736,5
24,54.66275,90.21,68.292375,-104.12625,-70.0195,-83.142188,216.7965,240.77125,223.785375,72.402431,26.324562,11.913008,124.4875,188.9405,147.6745,-416.65,-357.934,-390.972625,33.632224,5
25,47.94925,96.5815,78.558313,-111.15725,-63.86725,-93.786625,218.87225,275.5865,243.536375,64.56486,28.319807,12.312215,92.7245,144.1895,120.196625,-365.2345,-324.829,-345.586813,38.652298,5
26,39.47775,86.5475,68.310375,-104.37025,-56.34825,-85.1565,216.5765,280.9805,249.590688,65.118524,28.922993,11.731271,66.9675,104.9075,87.487813,-396.4315,-307.4475,-344.57975,41.117723,5
27,64.9905,83.5205,78.228813,-100.9525,-82.39775,-95.166125,221.92375,268.26075,246.093938,62.838458,27.657959,12.019316,60.669,108.83825,82.34875,-380.176,-307.95875,-347.271875,34.088638,5
28,79.5165,104.88275,91.009438,-119.97025,-94.82425,-106.878438,236.498,277.2465,249.987688,69.260049,27.018334,11.213407,77.8315,128.76,95.019375,-344.04,-286.4265,-321.619,31.644754,5
29,69.43325,104.05275,87.43275,-121.069,-85.47325,-104.650688,211.40125,265.99125,240.459938,71.159691,27.658995,11.502443,83.10575,125.92775,104.626375,-327.7355,-241.25925,-292.517438,38.395397,5
30,65.893,98.804,81.396438,-117.13875,-82.88575,-99.04175,189.38,253.14975,218.792938,67.258229,28.244666,11.347877,61.621,134.30175,90.95425,-320.33825,-226.51375,-279.07175,38.637406,5
31,79.37025,111.45,95.8555,-129.956,-96.72825,-113.336063,200.464,217.18725,208.636188,75.199392,26.593189,12.061742,90.84525,137.54925,112.512563,-261.64525,-224.78025,-246.673,35.00577,5
32,80.98125,116.3085,93.804813,-133.7405,-98.1195,-111.572313,162.81725,217.84675,177.73425,67.776185,26.456455,11.630556,78.0765,117.62725,94.922125,-289.96625,-233.0085,-256.878875,35.739741,5
33,83.1295,131.47,108.5385,-150.195,-103.34525,-127.081375,136.98725,209.39975,166.0095,65.945839,27.696512,12.474309,72.5095,149.07225,98.113875,-266.967,-185.08275,-227.96,39.017259,5
34,88.013,102.124,93.646313,-118.33475,-105.90875,-110.38225,87.305,144.2625,126.708938,63.010992,28.255929,11.357662,44.31175,64.5265,51.318188,-241.8945,-156.9825,-212.493625,35.890895,5
35,70.58125,116.1375,96.386625,-134.1065,-87.62225,-113.629188,58.49625,101.61125,88.971,67.085342,26.342499,11.277722,-29.41875,53.54,20.745875,-241.9185,-158.39825,-197.515563,35.009359,5
36,53.491,95.1655,73.3885,-112.67125,-71.6555,-90.222375,28.5155,82.86125,51.556188,64.461622,26.247716,10.47508,-37.89025,18.921,-20.83125,-158.64275,-137.47525,-148.052938,37.92653,5
37,68.16425,107.39775,87.4695,-124.73175,-85.93725,-104.901125,2.8805,60.571,29.15025,67.809773,28.021923,11.403174,-67.94425,-23.87675,-44.055,-173.73025,-123.1685,-144.909625,38.107679,5
38,78.34475,117.50475,97.625688,-132.61725,-95.36125,-114.3005,-32.25125,38.6715,7.147063,71.781238,28.713048,12.196421,-123.07175,-28.369,-72.821188,-145.215,-55.54175,-116.088938,34.680307,5
39,97.534,131.787,108.9965,-145.70325,-110.69325,-123.687625,-25.97625,8.37425,-6.896688,72.264545,26.314881,12.091974,-105.20075,-70.65425,-80.358938,-63.91625,-48.16875,-55.279563,35.037385,5
40,78.93125,109.76525,97.332625,-127.2945,-94.6045,-112.793,-59.83925,-30.64,-46.789563,69.363993,26.180038,11.830494,-154.76075,-125.024,-133.862313,-98.09625,-14.648,-67.840625,36.201448,5
41,95.7515,146.9725,116.027875,-163.525,-110.743,-131.93375,-111.40125,-15.21,-63.616938,63.840075,27.995623,12.091086,-187.085,-96.5085,-151.434438,-74.488,-5.859,-39.050313,34.103653,5
42,103.8325,145.80075,123.998875,-160.81625,-118.57875,-139.831625,-135.62025,-89.06225,-105.88375,59.488894,28.313697,11.382406,-179.17475,-119.38525,-146.924063,-40.25875,50.09725,5.242937,32.704607,5
43,85.9865,116.87,108.612063,-134.4235,-105.4205,-125.549438,-223.926,-162.72025,-183.386375,65.73901,26.525777,11.295597,-209.27725,-169.4095,-189.752188,-12.91525,32.5435,1.696625,38.485057,5
44,123.413,145.70275,130.91425,-160.718,-136.47475,-145.672625,-201.44025,-155.5665,-187.011813,68.604561,28.393902,10.864371,-191.04,-114.94175,-159.46025,44.7755,103.662,81.72,32.049385,5
