@relation Sub1_A_32_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute class {0,1}

@data
1.801890999999999909e+00,3.992030000000000189e+00,-4.620529000000000330e+00,1.558042299999999969e+01,7.845691999999999666e+00,6.739023000000000430e+00,3.109446000000000154e+00,-8.921948000000000434e+00,2.909082000000000168e+00,-2.760225999999999846e+00,2.030947999999999976e+00,1.135698000000000096e+00,0
3.162028999999999979e+00,7.344459999999999766e+00,1.712490000000000068e+00,1.311852799999999952e+01,4.226924999999999599e+00,7.569200999999999624e+00,6.122135000000000105e+00,-1.016153199999999934e+01,4.284574000000000105e+00,-2.527658999999999878e+00,3.802951000000000192e+00,1.452469000000000010e+00,0
2.921116000000000046e+00,1.985340000000000105e+00,-1.468472000000000000e+00,1.876969800000000177e+01,8.105202999999999491e+00,-5.220780000000000420e-01,1.581105999999999900e+00,-1.035440999999999967e+01,3.380147000000000013e+00,-4.024142000000000330e+00,3.551871999999999918e+00,1.908485999999999905e+00,0
2.374264000000000152e+00,2.863166999999999796e+00,3.416415000000000202e+00,1.279352699999999921e+01,3.792607999999999979e+00,5.573747000000000007e+00,4.056581999999999688e+00,-1.744669000000000025e+00,3.820438999999999918e+00,-3.785324000000000133e+00,3.795234999999999914e+00,1.889694999999999903e+00,0
3.495261999999999869e+00,2.061609999999999943e+00,-7.317268999999999579e+00,-3.375124000000000013e+00,1.468121999999999927e+00,1.738496999999999959e+00,1.002094000000000040e+00,-3.062565999999999899e+00,1.122784999999999922e+00,-1.523579000000000017e+00,1.765570000000000084e+00,8.610370000000000523e-01,0
2.085538000000000114e+00,2.436799000000000159e+00,-9.849123000000000516e+00,-6.005520999999999887e+00,1.487938999999999901e+00,6.802280000000000548e-01,4.828600000000000114e-01,-9.166229999999999656e-01,1.114992999999999901e+00,-1.272005000000000052e+00,1.260442000000000062e+00,8.079250000000000043e-01,0
4.082053000000000154e+00,3.916242000000000001e+00,-1.271821300000000043e+01,-3.353819999999999801e+00,3.432979000000000003e+00,5.098296000000000383e+00,2.930604000000000209e+00,-1.622252000000000027e+00,1.488893000000000022e+00,-3.819182000000000077e+00,4.290701999999999572e+00,1.672374999999999945e+00,0
2.115276000000000156e+00,5.987980000000000302e+00,-5.714729000000000170e+00,3.764800000000000091e-02,2.159351000000000020e+00,2.254510999999999932e+00,1.922182999999999975e+00,-2.518088000000000104e+00,1.337990000000000013e+00,-2.025717000000000212e+00,1.266245000000000065e+00,7.591609999999999747e-01,0
2.006661999999999946e+00,4.140232000000000134e+00,-5.940414999999999779e+00,-5.416731999999999658e+00,2.056119999999999892e-01,5.909370000000000456e-01,2.620620000000000172e-01,-2.700089999999999879e+00,1.049916000000000071e+00,-1.275724000000000080e+00,1.006893999999999956e+00,5.803660000000000485e-01,0
2.377496999999999971e+00,2.889708000000000165e+00,-5.874717000000000411e+00,1.541358999999999924e+00,3.023620999999999892e+00,1.132457999999999965e+00,1.794191000000000091e+00,-8.776819999999999622e-01,5.724770000000000136e-01,-1.016393000000000102e+00,1.522234000000000087e+00,7.684419999999999584e-01,0
2.168407000000000195e+00,3.154538000000000064e+00,-3.211597199999999930e+01,-2.901826499999999953e+01,1.181907999999999959e+00,1.905977999999999950e+00,9.463799999999999990e-01,-1.155127000000000015e+00,1.269549999999999956e+00,-1.801855999999999902e+00,1.743568000000000007e+00,7.778249999999999886e-01,0
2.578599000000000085e+00,5.212860000000000049e+00,-2.815395499999999984e+01,-2.423612200000000172e+01,1.424938000000000038e+00,1.073020000000000085e+00,1.753497000000000083e+00,-1.325860999999999956e+00,8.316000000000000059e-01,-2.047521999999999842e+00,1.494434999999999958e+00,9.862600000000000255e-01,0
2.308527999999999913e+00,4.841042999999999985e+00,-2.290539199999999909e+01,-8.928501999999999938e+00,4.956323000000000256e+00,4.923339000000000354e+00,3.884471000000000007e+00,-5.771224000000000132e+00,4.141447999999999574e+00,-3.043795999999999946e+00,2.762150999999999801e+00,1.286580999999999975e+00,0
3.029056000000000193e+00,4.129529999999999923e+00,-5.212304999999999744e+00,2.294240999999999975e+00,2.752079000000000164e+00,8.458736999999999284e+00,3.159114999999999895e+00,-9.864430000000000476e+00,3.927792999999999868e+00,-5.338002999999999609e+00,6.324263000000000190e+00,2.400542999999999871e+00,0
2.514367000000000019e+00,5.311467000000000382e+00,-1.328018499999999946e+01,2.711589000000000027e+00,6.237557999999999936e+00,9.118126000000000175e+00,4.471633999999999887e+00,-7.341190000000000104e+00,4.087339000000000055e+00,-3.300470999999999933e+00,4.802106000000000208e+00,1.879116999999999926e+00,0
3.288002000000000091e+00,3.800476999999999883e+00,-2.498881300000000039e+01,-1.259309400000000068e+01,5.213703999999999894e+00,1.419541100000000000e+01,9.274485000000000312e+00,-6.462578999999999851e+00,3.062014000000000014e+00,-1.280685000000000073e+00,5.062153999999999598e+00,1.896911000000000014e+00,0
3.445580999999999783e+00,4.476913999999999838e+00,-1.148940900000000020e+01,3.810322000000000209e+00,5.414278000000000368e+00,9.519740000000000535e+00,8.086258000000000834e+00,-9.141465999999999426e+00,4.444561000000000206e+00,-4.310006999999999699e+00,3.550540999999999947e+00,2.054279000000000188e+00,0
3.846591999999999789e+00,2.965683999999999987e+00,-1.337186200000000014e+01,8.987097000000000335e+00,8.562471999999999639e+00,5.910980000000000345e+00,6.095023000000000302e+00,-1.254943800000000032e+01,5.573242999999999725e+00,-3.804529000000000050e+00,4.554022999999999932e+00,2.597949999999999982e+00,0
2.596781000000000006e+00,4.657257000000000424e+00,-1.349879800000000074e+01,1.133554099999999920e+01,9.548168000000000433e+00,8.698430000000000328e-01,2.134997999999999951e+00,-4.803950000000000387e+00,1.994385999999999992e+00,-4.313030000000000364e+00,2.785991999999999802e+00,1.678957999999999950e+00,0
3.113478999999999886e+00,3.453904999999999781e+00,7.163663999999999810e+00,1.528312099999999951e+01,2.951992999999999867e+00,3.120232000000000117e+00,1.538839000000000068e+00,-8.753060000000000285e-01,1.283145999999999898e+00,-1.256942999999999921e+00,7.783069999999999711e-01,5.565510000000000179e-01,0
2.851007000000000069e+00,5.935480000000000089e+00,6.992960000000000065e+00,9.179244000000000625e+00,1.022818000000000005e+00,1.452333000000000096e+00,1.391612999999999989e+00,-1.591992999999999991e+00,7.955419999999999714e-01,-1.005951999999999957e+00,1.278785999999999978e+00,6.337009999999999588e-01,0
4.318683000000000050e+00,2.310191999999999801e+00,5.167691999999999730e+00,1.598861499999999936e+01,4.272357999999999656e+00,9.235611999999999711e+00,3.837752000000000052e+00,-6.983110000000000150e-01,1.632622000000000018e+00,-6.048319000000000223e+00,7.110693999999999626e+00,2.426557999999999993e+00,0
8.568932999999999467e+00,2.356217600000000090e+01,6.301376000000000310e+00,5.297745100000000207e+01,1.994947900000000018e+01,1.847199999999999953e-01,4.035010999999999903e+00,-1.670427899999999966e+01,6.027116000000000362e+00,-8.085331000000000046e+00,3.044179000000000190e+00,2.345715999999999912e+00,0
2.627397000000000205e+00,3.405175999999999981e+00,5.102589799999999798e+01,6.153215399999999846e+01,3.794391000000000069e+00,2.897081000000000017e+00,2.702620000000000022e+00,-7.159780000000000033e-01,3.225210000000000132e+00,-4.500454999999999650e+00,5.612422999999999718e+00,2.673181000000000029e+00,0
3.167413999999999952e+00,6.187829999999999941e+00,3.455286900000000117e+01,5.497757699999999659e+01,7.632975000000000065e+00,7.695030000000000037e+00,4.411559999999999704e+00,-1.838189999999999991e+00,3.643692000000000153e+00,-5.531456000000000373e+00,5.864309000000000438e+00,2.332517000000000174e+00,0
3.344618999999999787e+00,3.796692999999999873e+00,2.035796099999999953e+01,3.307607200000000347e+01,5.037768999999999942e+00,4.672661999999999871e+00,1.952234999999999943e+00,-5.293618000000000379e+00,2.063299000000000216e+00,-5.279175999999999647e+00,5.088738000000000206e+00,2.270303999999999878e+00,0
8.969765999999999906e+00,2.448168799999999834e+01,-4.038064599999999871e+01,-1.006789099999999948e+01,1.181763300000000072e+01,1.309807900000000025e+01,8.892882999999999427e+00,-9.369980999999999227e+00,7.171490999999999616e+00,-5.325664999999999871e+00,5.580351000000000283e+00,3.032233999999999874e+00,0
3.018181999999999920e+00,6.060707999999999984e+00,-6.062738499999999675e+01,-1.801189000000000107e+01,1.617931199999999947e+01,7.004272000000000276e+00,4.088555000000000383e+00,-7.602024000000000115e+00,5.213611000000000217e+00,-3.557728000000000002e+00,3.029768999999999934e+00,1.668077000000000032e+00,0
3.295535000000000103e+00,4.341692000000000107e+00,-1.500324700000000000e+01,-6.269192000000000320e+00,3.532866999999999980e+00,-1.984160000000000090e-01,2.015997000000000039e+00,-3.631082999999999839e+00,1.793055999999999983e+00,-2.810620999999999814e+00,1.758107000000000086e+00,1.150536000000000003e+00,0
2.997468000000000021e+00,3.799844999999999917e+00,-3.833342000000000027e+00,-9.510279999999999845e-01,1.173583999999999961e+00,8.820529999999999760e-01,7.962390000000000301e-01,-7.229710000000000303e-01,6.508960000000000301e-01,-1.519986999999999977e+00,1.262394999999999934e+00,7.630630000000000468e-01,0
3.075177000000000049e+00,3.583616999999999830e+00,-6.990718000000000210e+00,3.370648000000000089e+00,4.153412000000000326e+00,8.491123999999999228e+00,4.182170000000000165e+00,-2.532096000000000124e+00,2.782575000000000021e+00,-4.283166999999999724e+00,5.319392999999999816e+00,1.803436000000000039e+00,0
3.156076999999999799e+00,3.171164000000000094e+00,-6.971251999999999782e+00,-7.208909999999999485e-01,2.564017000000000213e+00,2.147762000000000171e+00,1.202549000000000090e+00,-1.964890000000000025e+00,7.024359999999999493e-01,-1.014774000000000065e+00,1.011265999999999998e+00,5.342799999999999772e-01,0
3.466762999999999817e+00,1.422619999999999996e+00,-9.752485000000000070e+00,7.268436999999999593e+00,6.487522000000000233e+00,3.619591999999999921e+00,3.485005000000000130e+00,-2.203431000000000139e+00,3.910225000000000062e+00,-4.823146999999999629e+00,4.794258000000000131e+00,2.280136000000000163e+00,0
2.490873999999999810e+00,2.118812999999999835e+00,-1.110018400000000049e+01,-4.074830000000000396e+00,2.932383000000000184e+00,5.112835999999999714e+00,2.245194000000000134e+00,-7.246089999999999476e-01,2.055978999999999779e+00,-2.794761999999999968e+00,2.023846999999999952e+00,1.363154999999999895e+00,0
2.710138999999999854e+00,1.432582999999999940e+00,-4.214952000000000254e+00,1.673233600000000010e+01,7.810402999999999984e+00,2.408678000000000097e+00,1.995449000000000028e+00,-3.930562000000000111e+00,1.935893000000000086e+00,-2.790013000000000076e+00,4.070216000000000278e+00,1.449433999999999889e+00,0
3.070250999999999841e+00,9.569860000000000033e-01,-3.181170999999999971e+00,1.084770400000000024e+01,5.156035000000000146e+00,4.613566999999999751e+00,5.499016000000000126e+00,-7.325263999999999776e+00,2.889930000000000110e+00,-4.541044000000000302e+00,7.600360000000000227e+00,2.861571000000000087e+00,0
2.641093999999999831e+00,2.932183999999999902e+00,-1.488626600000000089e+01,-5.855209999999999582e+00,3.557096000000000036e+00,3.498448999999999920e+00,3.841746000000000105e+00,-1.976999999999999938e-02,2.856613999999999987e+00,-2.285865999999999953e+00,1.501144000000000034e+00,9.198990000000000222e-01,0
3.148127000000000120e+00,2.548967999999999900e+00,-4.490173000000000414e+00,2.992605999999999877e+00,2.886251000000000122e+00,8.430699999999999861e-01,8.664220000000000255e-01,-3.572573999999999916e+00,1.475570999999999966e+00,-2.017173000000000105e+00,1.014950000000000019e+00,7.415049999999999697e-01,0
2.832527999999999935e+00,2.245314000000000032e+00,-1.379291999999999963e+00,3.090390999999999888e+00,1.784561000000000064e+00,5.865332999999999686e+00,5.586903999999999648e+00,-3.922690999999999928e+00,1.632228000000000012e+00,-5.054267000000000287e+00,4.314441000000000415e+00,2.188171999999999784e+00,0
2.160836000000000201e+00,3.769801000000000180e+00,-4.221376000000000239e+00,-1.726499999999999924e+00,8.919300000000000006e-01,-2.572199999999999834e-02,1.398010999999999893e+00,-8.921099999999999586e-01,6.193940000000000001e-01,-7.611219999999999652e-01,1.264906000000000086e+00,5.884530000000000038e-01,0
2.854019999999999779e+00,4.118443000000000076e+00,-5.289400999999999797e+00,-2.104376999999999942e+00,1.263125000000000053e+00,1.488588000000000022e+00,2.060636999999999830e+00,-2.179921999999999915e+00,1.624908000000000019e+00,-2.537879999999999914e+00,2.521151999999999838e+00,1.211174999999999891e+00,0
3.086256000000000110e+00,2.839027999999999885e+00,-4.312459999999999738e+00,1.592362000000000055e+00,2.837286000000000197e+00,1.025347000000000008e+00,1.864400000000000057e+00,-1.789727999999999986e+00,1.529080999999999912e+00,-2.292733000000000132e+00,2.276527999999999885e+00,1.128805999999999976e+00,0
3.348669000000000118e+00,5.834730999999999668e+00,-3.451801300000000339e+01,-2.580650599999999883e+01,3.200181000000000164e+00,7.722849999999999993e-01,8.233909999999999840e-01,-2.061316999999999844e+00,1.322556000000000065e+00,-1.295617000000000019e+00,1.737927999999999917e+00,8.456909999999999705e-01,0
1.213111000000000050e+00,2.358213999999999810e+00,-3.000243899999999897e+01,-2.684082000000000079e+01,1.237773999999999930e+00,2.793229999999999880e+00,1.213921999999999946e+00,-4.567280000000000229e+00,1.801992999999999956e+00,-1.295212000000000030e+00,1.239595999999999920e+00,6.923019999999999730e-01,0
3.521206999999999976e+00,4.348156999999999606e+00,-3.682999300000000176e+01,-2.533926800000000057e+01,4.602286000000000321e+00,3.697125000000000217e+00,1.682148999999999894e+00,-3.676925999999999917e+00,2.083362999999999854e+00,-2.558574000000000126e+00,2.496315000000000062e+00,1.439713000000000021e+00,0
3.321677000000000213e+00,3.927166999999999852e+00,-2.535054399999999930e+01,-1.737538599999999889e+01,3.291746999999999979e+00,1.390011000000000108e+00,1.165662999999999894e+00,-1.300615999999999994e+00,1.141461999999999977e+00,-1.792378999999999944e+00,2.004065000000000207e+00,8.581469999999999931e-01,0
3.178907999999999845e+00,3.519233999999999973e+00,-1.526970900000000064e+01,-1.138876600000000039e+01,1.566392000000000007e+00,2.691580000000000084e+00,1.772183000000000064e+00,-1.471923000000000092e+00,1.626435999999999993e+00,-3.049354000000000120e+00,3.796002999999999794e+00,1.711084999999999967e+00,0
2.597125999999999824e+00,4.358791000000000082e+00,-1.268424399999999963e+01,-2.782648000000000010e+00,3.545106999999999786e+00,9.200388999999999484e+00,4.948883000000000365e+00,-1.074950600000000023e+01,4.753387000000000029e+00,-2.805822000000000038e+00,4.565883000000000358e+00,2.077942999999999873e+00,0
1.840923000000000087e+00,3.646514999999999951e+00,-1.387608999999999959e+01,-7.142686000000000313e+00,2.557768999999999959e+00,3.442841000000000040e+00,1.139334999999999987e+00,-1.653186000000000044e+00,2.383434999999999970e+00,-2.796387000000000178e+00,2.533587999999999951e+00,1.248817999999999984e+00,0
2.899224999999999941e+00,7.793762000000000079e+00,-1.155092199999999991e+01,2.180695000000000050e+00,5.590742999999999796e+00,4.793313000000000379e+00,3.983754999999999935e+00,-4.312108000000000274e+00,2.204441000000000095e+00,-4.553543999999999592e+00,5.065934000000000381e+00,2.024612999999999996e+00,0
3.016233999999999860e+00,3.253840999999999983e+00,4.125321999999999711e+00,1.695619599999999849e+01,5.063951000000000313e+00,1.544232999999999967e+00,1.206754000000000104e+00,-1.392784999999999940e+00,2.575762999999999803e+00,-3.802486000000000033e+00,4.573400999999999605e+00,2.009539999999999882e+00,0
2.870829000000000075e+00,2.786395999999999873e+00,1.214784599999999948e+01,1.605545299999999997e+01,1.468406000000000100e+00,1.741446999999999967e+00,1.480701999999999963e+00,-1.580338000000000021e+00,9.164989999999999526e-01,-7.442469999999999919e-01,1.279916000000000054e+00,6.056850000000000289e-01,0
4.512951000000000157e+00,5.742683000000000426e+00,1.105698199999999964e+01,1.448467400000000005e+01,1.296186999999999978e+00,9.920889999999999986e-01,1.026175999999999977e+00,-6.786539999999999795e-01,1.061771999999999938e+00,-1.507476999999999956e+00,1.278998000000000079e+00,6.172959999999999559e-01,0
4.813817000000000235e+00,3.670366000000000017e+00,1.032845900000000050e+01,1.391380700000000026e+01,1.303080999999999934e+00,1.850667000000000062e+00,1.245379999999999932e+00,-2.298493999999999815e+00,1.360875000000000057e+00,-1.253122999999999987e+00,1.023889000000000049e+00,7.280750000000000277e-01,0
3.116680999999999813e+00,3.993707999999999814e+00,3.838376999999999928e+00,1.299803400000000053e+01,3.644484999999999975e+00,4.506390000000000118e-01,1.367560000000000109e+00,-1.675449999999999995e-01,2.228241000000000138e+00,-2.769071999999999978e+00,3.305143999999999860e+00,1.510194999999999954e+00,0
2.712810000000000166e+00,3.555117999999999778e+00,6.329119999999999635e+00,9.382574999999999221e+00,1.222371000000000096e+00,4.510040000000000160e-01,1.451727999999999907e+00,-2.302172999999999803e+00,9.429959999999999454e-01,-1.003997000000000028e+00,1.019241999999999981e+00,5.832850000000000534e-01,0
3.081944000000000017e+00,6.087759000000000142e+00,5.965416000000000274e+00,9.448696999999999235e+00,1.634965999999999919e+00,8.004329999999999501e-01,1.470963999999999938e+00,-1.404474999999999918e+00,1.029282999999999948e+00,-1.259573000000000054e+00,1.020078999999999958e+00,6.080969999999999986e-01,0
2.249191000000000162e+00,3.391176999999999886e+00,1.021101099999999917e+01,1.832759000000000071e+01,2.897537999999999947e+00,6.549266000000000254e+00,5.636527000000000065e+00,-2.297250000000000014e+00,3.967225000000000001e+00,-4.528592999999999869e+00,3.812387000000000192e+00,1.966460000000000097e+00,0
1.902093999999999951e+00,2.959995999999999849e+00,-2.062612800000000135e+01,-4.915102000000000082e+00,6.466126000000000040e+00,-1.412859999999999949e-01,1.742585999999999968e+00,-4.473843999999999710e+00,1.871526000000000023e+00,-4.308578999999999937e+00,3.793784000000000045e+00,2.517472999999999850e+00,0
2.275875000000000092e+00,1.512396999999999991e+00,-8.543891999999999598e+00,-3.549071999999999782e+00,1.799328000000000038e+00,7.012152999999999636e+00,4.450643999999999600e+00,-9.132481000000000293e+00,4.518010000000000304e+00,-3.560502000000000056e+00,4.297544000000000253e+00,1.993497999999999992e+00,0
1.983851999999999949e+00,2.825668999999999986e+00,-8.996880000000000432e-01,4.593104000000000298e+00,2.116432999999999787e+00,2.566964000000000024e+00,4.024675000000000225e+00,-4.492061999999999777e+00,2.887691999999999926e+00,-3.286561999999999983e+00,3.535479000000000038e+00,1.808612000000000108e+00,0
3.541386999999999841e+00,3.531273000000000106e+00,-2.075482699999999880e+01,-1.200793600000000083e+01,3.138819999999999943e+00,1.873364000000000029e+00,7.876269999999999660e-01,-4.349273000000000167e+00,3.216652999999999984e+00,-4.570528999999999620e+00,4.804040999999999784e+00,2.132801000000000169e+00,0
2.504529999999999923e+00,2.884482999999999908e+00,-1.622152000000000172e+01,8.926707999999999643e+00,1.131794499999999992e+01,3.982511999999999830e+00,2.782464000000000048e+00,-3.373425000000000118e+00,2.007985000000000131e+00,-3.552561999999999998e+00,4.048395000000000188e+00,1.775579999999999936e+00,0
1.157738999999999940e+01,3.192343999999999848e+00,2.011365000000000069e+00,9.339352999999999128e+00,2.745106999999999964e+00,2.363297000000000203e+00,3.537816999999999990e+00,-7.180867000000000111e+00,5.093955000000000233e+00,-3.540291999999999994e+00,3.029389999999999805e+00,1.382498999999999922e+00,0
3.279326000000000185e+00,2.601402999999999910e+00,-1.748742000000000019e+01,7.259138000000000090e+00,9.613725000000000520e+00,2.428767000000000120e+00,3.463461999999999819e+00,-1.592079999999999940e+00,2.523426999999999865e+00,-2.791297999999999835e+00,3.780400000000000205e+00,1.934064999999999923e+00,0
2.660711000000000048e+00,3.454175999999999913e+00,2.197373999999999938e+00,1.033992899999999970e+01,2.894376999999999978e+00,-3.010740000000000083e-01,1.847606000000000082e+00,-6.622732000000000063e+00,2.921828000000000092e+00,-2.532286000000000037e+00,2.791227999999999820e+00,1.364494000000000096e+00,0
1.566953000000000040e+00,4.445089000000000290e+00,8.118992999999999682e+00,1.852211700000000150e+01,3.854042999999999886e+00,1.882254000000000094e+00,1.081822999999999979e+00,-3.173404999999999809e+00,2.435716000000000214e+00,-3.018216999999999928e+00,3.570009000000000210e+00,1.505651999999999990e+00,0
3.883602999999999916e+00,4.634057000000000315e+00,1.047128000000000059e+00,8.880948999999999316e+00,2.902369999999999894e+00,5.498545000000000016e+00,3.922137999999999902e+00,-5.534811000000000369e+00,3.919770999999999894e+00,-6.337149000000000143e+00,5.304326999999999792e+00,2.486749000000000098e+00,0
3.880202000000000151e+00,4.314966000000000079e+00,1.938455000000000039e+00,5.333109000000000322e+00,1.279611999999999972e+00,6.518859999999999655e-01,2.454852999999999952e+00,-5.185793999999999571e+00,3.591912000000000216e+00,-3.292415000000000092e+00,3.034234000000000098e+00,1.632929999999999993e+00,0
4.735318999999999612e+00,3.403779999999999806e+00,-1.536714899999999950e+01,6.881872000000000433e+00,8.327329000000000647e+00,3.924748999999999821e+00,2.772231000000000112e+00,-5.735718999999999568e+00,2.526225999999999861e+00,-4.317464000000000190e+00,2.533790999999999904e+00,1.613099000000000061e+00,0
3.462912999999999908e+00,5.538109000000000393e+00,-9.945538000000000878e+00,3.761392999999999986e+00,5.043194999999999872e+00,2.874810999999999783e+00,1.139742000000000033e+00,-1.058810199999999924e+01,4.700197000000000180e+00,-3.285514000000000046e+00,3.028614000000000139e+00,1.957295000000000007e+00,0
3.202220000000000066e+00,1.407264000000000070e+00,4.965762999999999927e+00,6.175155000000000172e+00,4.479730000000000101e-01,1.771749999999999992e-01,9.858759999999999746e-01,-1.585922999999999972e+00,5.942479999999999984e-01,-2.022642999999999969e+00,1.271748000000000101e+00,9.081369999999999720e-01,0
1.546532999999999936e+00,4.457923000000000080e+00,7.160438000000000081e+00,1.559181599999999968e+01,3.434809000000000001e+00,1.197613000000000039e+00,3.956754999999999800e+00,-1.408738999999999963e+00,1.623232999999999926e+00,-3.262258000000000102e+00,1.529973000000000027e+00,1.084866000000000108e+00,0
2.112518999999999814e+00,2.998207999999999984e+00,1.083749800000000008e+01,3.148412000000000077e+01,8.212754000000000332e+00,3.004907999999999912e+00,4.951365000000000016e+00,-8.185712999999999795e+00,5.082334999999999603e+00,-3.004380999999999968e+00,4.314668000000000170e+00,1.621857000000000104e+00,0
2.304075999999999791e+00,7.732771999999999757e+00,-5.922272000000000425e+00,4.814820000000000100e+00,4.270605999999999902e+00,4.780618999999999730e+00,3.033555999999999919e+00,-5.045429000000000386e+00,2.465634999999999799e+00,-5.570823999999999998e+00,4.038715999999999973e+00,2.253153000000000183e+00,0
5.014065000000000438e+00,3.986331999999999987e+00,-7.741843000000000252e+00,2.578842999999999996e+00,4.561024999999999885e+00,5.353347000000000300e+00,3.020837999999999912e+00,-7.743553000000000353e+00,3.778525999999999829e+00,-4.564822000000000379e+00,4.794201000000000157e+00,2.235276999999999958e+00,0
3.112065999999999999e+00,5.031112000000000251e+00,-1.309231899999999982e+01,4.003993999999999609e+00,7.552478999999999942e+00,1.285948000000000091e+00,1.299442999999999904e+00,-6.306458000000000119e+00,3.260113000000000039e+00,-2.044554000000000205e+00,3.283929999999999794e+00,1.308604000000000100e+00,0
2.561970000000000081e+00,6.427406000000000397e+00,-1.732916300000000120e+01,-4.825357999999999592e+00,5.357496000000000258e+00,1.022643300000000011e+01,7.118060999999999972e+00,-8.843539999999999734e-01,1.618964999999999987e+00,-2.028992999999999824e+00,3.785308999999999813e+00,1.626486000000000098e+00,0
2.894276000000000071e+00,5.373352999999999824e+00,3.664514000000000049e+00,1.051856199999999930e+01,2.427119999999999944e+00,5.787816000000000294e+00,3.411163000000000167e+00,-4.964274999999999771e+00,1.965635999999999939e+00,-3.799068999999999807e+00,2.302042999999999839e+00,1.387067999999999968e+00,0
2.998499999999999943e+00,2.680390000000000050e+00,-2.940519999999999801e+00,3.388164000000000176e+00,2.554702999999999946e+00,2.941545000000000076e+00,2.396663999999999906e+00,-8.787957999999999714e+00,4.179325000000000401e+00,-2.270630999999999844e+00,3.285175999999999874e+00,1.481284999999999963e+00,0
2.808584000000000191e+00,3.860695000000000210e+00,-2.102678000000000047e+00,2.430752000000000024e+00,1.642171000000000047e+00,5.186770000000000103e+00,2.057370999999999839e+00,-6.448972999999999622e+00,2.093011999999999873e+00,-2.277563999999999922e+00,1.768501000000000101e+00,1.063839999999999897e+00,0
1.989986000000000033e+00,3.332910000000000039e+00,3.920380999999999894e+00,7.399174000000000362e+00,1.263242999999999894e+00,4.482200000000000073e-02,6.318449999999999900e-01,-2.849197999999999897e+00,9.648879999999999679e-01,-1.766688999999999954e+00,1.017873000000000028e+00,6.483440000000000314e-01,0
2.823604000000000003e+00,3.860942999999999792e+00,3.084337999999999802e+00,4.593848999999999627e+00,5.777719999999999523e-01,2.552083999999999797e+00,1.296153000000000111e+00,-8.905699999999999728e-01,9.356640000000000512e-01,-1.010839999999999961e+00,1.527951999999999977e+00,7.336829999999999741e-01,0
3.054368999999999890e+00,2.400314999999999976e+00,-2.021261900000000011e+01,-8.190362000000000364e+00,4.684599000000000402e+00,8.234177000000000746e+00,6.091865999999999559e+00,-8.817118000000000677e+00,3.952320999999999973e+00,-4.312789000000000428e+00,4.816200000000000259e+00,2.609354000000000173e+00,0
3.169881000000000171e+00,3.680772999999999850e+00,-1.009546699999999930e+01,5.833383999999999681e+00,6.830605000000000260e+00,2.863480000000000025e+00,2.689407999999999799e+00,-1.058818899999999985e+01,3.779488000000000181e+00,-5.575572000000000195e+00,2.539394000000000151e+00,1.833239000000000063e+00,0
3.458143000000000189e+00,3.194300000000000139e+00,-6.652540000000000120e-01,7.358373000000000275e+00,3.061056000000000221e+00,7.830610000000000070e-01,2.104554999999999954e+00,-3.207294999999999785e+00,1.882346999999999992e+00,-2.036080999999999808e+00,2.532211999999999907e+00,9.935570000000000235e-01,0
3.082956999999999947e+00,3.172531999999999908e+00,-8.162435999999999581e+00,3.202137000000000011e+00,4.587856000000000378e+00,1.586535999999999946e+00,3.093580000000000219e-01,-6.118229000000000362e+00,2.934219000000000133e+00,-5.074936000000000114e+00,6.070077000000000389e+00,2.529997999999999969e+00,0
3.297025000000000095e+00,2.993526000000000131e+00,-6.779022000000000325e+00,5.917894000000000432e+00,4.880233999999999739e+00,2.435595999999999872e+00,5.621681999999999846e+00,-5.262569999999999748e-01,6.079489999999999617e-01,-4.070670999999999928e+00,4.035244999999999749e+00,1.757338000000000067e+00,0
2.749982999999999844e+00,3.865908999999999818e+00,-1.738053999999999988e+00,8.793620999999999910e+00,4.075770999999999589e+00,9.938510000000000399e-01,1.415875999999999912e+00,-2.684705999999999815e+00,2.100353999999999832e+00,-3.546469000000000094e+00,4.556547000000000125e+00,2.087209999999999788e+00,0
1.978695000000000093e+00,4.087593000000000032e+00,1.442912999999999890e+00,9.751604000000000383e+00,2.968780999999999892e+00,2.748775999999999886e+00,1.768979000000000079e+00,-4.085786999999999836e+00,1.710774999999999935e+00,-2.534461999999999993e+00,2.539029999999999898e+00,1.264353000000000060e+00,0
1.885213000000000028e+00,4.191372999999999571e+00,-5.917202999999999768e+00,1.784759999999999958e-01,2.553106999999999793e+00,4.453221000000000096e+00,4.125441000000000358e+00,-8.254600999999999189e+00,3.631136000000000141e+00,-5.326737999999999751e+00,2.532599999999999962e+00,2.048032000000000075e+00,0
2.931712999999999791e+00,3.782576999999999856e+00,3.374462999999999990e+00,6.367963999999999736e+00,1.331288999999999945e+00,2.579966999999999899e+00,1.734925000000000050e+00,-1.066365000000000007e+00,6.607279999999999820e-01,-1.007902999999999993e+00,1.274427999999999894e+00,5.519810000000000549e-01,0
