@relation Sub1_B_64_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute class {0,1}

@data
-3.384727500000000333e+01,8.068839000000000539e+00,-1.938324499999999873e+01,-2.349903999999999993e+00,-1.029248399999999997e+01,-9.899279999999999191e+00,4.217634000000000327e+00,-5.335717999999999961e+00,3.019429000000000141e+00,2.142926000000000109e+00,-1.564436099999999996e+01,-1.072110900000000022e+01,1.851587000000000094e+00,8.149805000000000632e+00,-7.224084000000000394e+00,3.742688999999999933e+00,-2.535498600000000025e+01,-2.272905000000000175e+00,8.980617999999999768e+00,-1.220391099999999973e+01,-2.629354599999999920e+01,-1.813669300000000106e+01,-2.122022499999999923e+01,0
-5.038230000000000430e+00,6.168866999999999656e+00,-1.357132700000000014e+01,-5.819649999999999546e-01,-7.114036999999999722e+00,-7.116835000000000022e+00,2.501114999999999977e+00,-2.796882999999999786e+00,4.043186000000000391e+00,1.953669000000000100e+00,-1.723049999999999926e+01,-3.773178999999999839e+00,4.777242000000000210e+00,7.875852000000000075e+00,-7.020391000000000048e+00,5.129413999999999696e+00,-1.753150700000000128e+01,2.860113000000000127e+00,7.392627000000000059e+00,-8.141662000000000177e+00,-1.479855099999999979e+01,4.353890000000000260e-01,-6.484238000000000390e+00,0
-1.577957900000000002e+01,6.240471999999999575e+00,-1.015513200000000005e+01,-2.291829999999999978e-01,-5.463362000000000052e+00,-3.594338700000000131e+01,2.405879999999999797e+00,-2.547867000000000104e+00,2.749521000000000104e+00,1.216722999999999999e+00,-8.069153999999999272e+00,6.358634000000000341e+00,5.841834000000000415e+00,3.480665000000000120e+00,-5.884136999999999951e+00,8.721456999999999127e+00,-3.915258000000000127e+00,7.409531999999999563e+00,4.658934000000000353e+00,1.065539999999999932e+00,-2.970819000000000099e+00,1.307479999999999976e+00,-1.175229999999999997e+00,0
-4.321752699999999692e+01,1.152247099999999946e+01,-2.851973500000000072e+01,-5.102670999999999957e+00,-1.774430500000000066e+01,-5.814331500000000119e+01,2.633201999999999821e+00,-6.635575000000000223e+00,4.249211999999999989e+00,2.395008999999999943e+00,-2.644917699999999883e+01,-8.705439000000000149e+00,6.745915000000000106e+00,4.888613999999999571e+00,-8.264965000000000117e+00,5.699862999999999680e+00,-2.198616099999999918e+01,-7.493499999999999606e-01,8.794425000000000381e+00,-1.230353700000000039e+01,-1.680611100000000135e+01,-3.873619999999999841e+00,-1.053254300000000043e+01,0
-2.801043100000000052e+01,5.184362000000000137e+00,-2.051765599999999878e+01,-1.393260399999999954e+01,-1.747818799999999939e+01,-3.692406799999999834e+01,2.489041999999999977e+00,-4.329431999999999725e+00,2.748426999999999953e+00,1.892468999999999957e+00,-1.664738399999999885e+01,-3.635930999999999802e+00,5.521658000000000399e+00,4.248155999999999821e+00,-8.266429999999999723e+00,1.617893999999999943e+00,-4.817090600000000222e+01,-2.239184999999999981e+00,1.887299499999999952e+01,-3.447737899999999911e+01,-1.093276499999999984e+01,-2.307329000000000185e+00,-5.690385000000000026e+00,0
-1.263619300000000045e+01,6.230914000000000286e+00,-1.009240299999999912e+01,1.175934999999999953e+00,-5.600702000000000069e+00,-1.718078300000000169e+01,4.307055000000000078e+00,-3.820870000000000211e+00,3.034264999999999990e+00,1.869110999999999967e+00,-1.686500799999999956e+01,1.001006500000000088e+01,9.855218000000000700e+00,4.235564000000000107e+00,-6.685102999999999795e+00,7.303854000000000291e+00,-3.607277200000000050e+01,-7.950864000000000154e+00,9.999643000000000725e+00,-2.196517700000000062e+01,-1.173421500000000073e+01,2.117774999999999963e+00,-3.860910000000000064e+00,0
-1.792289900000000102e+01,9.913674999999999571e+00,-3.063651000000000124e+01,-6.347258000000000067e+00,-1.570027100000000075e+01,-2.261832199999999915e+01,2.989692999999999934e+00,-5.332810000000000272e+00,4.034108999999999945e+00,3.281144999999999978e+00,-1.964003900000000158e+01,8.119338000000000832e+00,1.175465200000000010e+01,2.586402000000000090e+00,-6.314036999999999900e+00,6.654843999999999760e+00,-1.615416000000000096e+01,8.454553999999999903e+00,8.891705999999999221e+00,-3.742633999999999794e+00,-5.288167999999999758e+00,4.163769000000000275e+00,5.249030000000000085e-01,0
-1.807666999999999913e+00,4.672093000000000274e+00,-1.116085299999999947e+01,3.145239000000000118e+00,-3.261298000000000030e+00,2.934089999999999865e+00,2.019499000000000155e+00,-2.023886000000000074e+00,2.018215999999999788e+00,1.193419000000000008e+00,-8.669710000000000250e+00,1.009390999999999927e+01,7.034239999999999604e+00,7.025409999999999933e+00,-7.809399999999999675e-01,5.012597999999999665e+00,-1.047950600000000065e+01,1.883234900000000067e+01,1.037915100000000024e+01,3.844384999999999941e+00,-1.838742000000000099e+00,1.164446700000000057e+01,5.519031000000000020e+00,0
-1.876316000000000095e+00,7.708897999999999584e+00,-1.297946699999999964e+01,-5.179285000000000139e+00,-8.817040000000000433e+00,8.701928999999999803e+00,2.864956999999999976e+00,-4.041430000000000078e+00,2.545443999999999818e+00,1.379807000000000006e+00,-1.568298000000000059e+01,-2.465838999999999892e+00,5.710989999999999789e+00,6.945301999999999865e+00,-9.184198000000000306e+00,1.270157099999999950e+01,-1.297608899999999998e+01,9.917180999999999358e+00,8.119094000000000477e+00,-9.920409999999999506e-01,-6.296586999999999712e+00,4.452732000000000134e+00,6.925099999999999312e-02,0
1.886075100000000049e+01,9.321377999999999275e+00,9.191490999999999190e+00,2.373920199999999880e+01,1.756995799999999974e+01,2.009084299999999956e+01,2.960253999999999941e+00,-3.282481000000000204e+00,5.079151000000000415e+00,2.480434999999999945e+00,-7.466675000000000395e+00,1.337842099999999945e+01,7.470901999999999710e+00,3.391741999999999813e+00,-3.198494000000000170e+00,4.834010000000000140e+00,7.021800000000000264e-01,2.679297299999999993e+01,9.595929999999999183e+00,1.229359799999999936e+01,8.239199999999999857e-01,2.150599000000000061e+01,1.112173699999999954e+01,0
1.372872199999999943e+01,1.756814000000000098e+00,-7.017788999999999611e+00,7.430092000000000141e+00,-5.070160000000000222e-01,9.717416999999999305e+00,4.870982999999999841e+00,-4.540624000000000215e+00,6.341188999999999965e+00,3.500220999999999805e+00,-1.795752900000000096e+01,2.286106999999999889e+00,7.498923999999999701e+00,1.134507400000000032e+01,-1.057238300000000031e+01,8.425392999999999688e+00,-2.124892200000000031e+01,2.912109999999999976e-01,8.267599999999999838e+00,-7.263558999999999877e+00,-1.097873000000000099e+00,3.593094999999999928e+00,2.070977000000000068e+00,0
-5.298289999999999722e+00,7.833782000000000245e+00,-1.300842800000000032e+01,1.808111399999999946e+01,-1.852692000000000005e+00,1.499814300000000067e+01,3.935509999999999842e+00,-3.271888000000000130e+00,2.300666000000000100e+00,1.389831999999999956e+00,-8.972310000000000230e+00,1.207203999999999944e+01,7.783051000000000386e+00,5.755935000000000024e+00,-1.326144900000000071e+01,9.981659000000000503e+00,-1.319681800000000038e+01,1.214132399999999912e+01,9.606267000000000778e+00,-3.868813999999999975e+00,-6.990025000000000155e+00,4.328367000000000075e+00,-2.490873999999999810e+00,0
6.359325000000000117e+00,1.108209300000000042e+01,1.134858999999999973e+01,2.889966599999999985e+01,1.812436299999999889e+01,2.620968200000000081e+01,3.795948000000000100e+00,-3.786150000000000126e+00,5.332984999999999864e+00,2.091521000000000186e+00,1.706228499999999926e+01,3.786844700000000330e+01,7.420403000000000304e+00,5.478876999999999775e+00,-6.013732000000000077e+00,9.555854000000000070e+00,1.997102999999999895e+01,3.549872100000000330e+01,5.492358000000000295e+00,2.757071300000000136e+01,-2.470148599999999917e+01,-1.418843999999999994e+01,-1.908877299999999977e+01,0
1.007045699999999933e+01,1.250319000000000003e+01,1.339504200000000012e+01,5.055884300000000309e+01,2.985745000000000005e+01,2.267424899999999965e+01,4.016974000000000267e+00,-4.041840999999999795e+00,4.075254000000000154e+00,1.784817000000000098e+00,6.727674000000000376e+00,1.681500499999999931e+01,4.496538000000000146e+00,8.535204999999999487e+00,-3.868341000000000030e+00,7.618540000000000312e+00,1.212424999999999997e+01,5.251096199999999925e+01,1.486001800000000017e+01,3.205850600000000128e+01,-1.048159500000000044e+01,7.557872999999999841e+00,-1.700139999999999985e+00,0
-1.273493400000000086e+01,6.313958999999999655e+00,-5.595023000000000302e+00,1.329464100000000037e+01,6.016461999999999755e+00,1.015282200000000046e+01,4.414774000000000420e+00,-3.034307000000000087e+00,4.570191999999999588e+00,2.298197000000000045e+00,9.884849000000000885e+00,2.249223500000000087e+01,5.004453999999999958e+00,9.314420000000000144e+00,-9.618344999999999700e+00,8.816713000000000022e+00,-6.753193999999999697e+00,1.401974899999999913e+01,7.670575999999999617e+00,4.309395999999999560e+00,-6.958226999999999940e+00,9.503204999999999458e+00,2.632981000000000016e+00,0
-2.301687599999999989e+01,7.631186999999999721e+00,-9.529600999999999544e+00,1.235072300000000034e+01,2.331278999999999879e+00,-1.279631400000000063e+01,2.697954999999999881e+00,-3.819996999999999865e+00,5.289709000000000216e+00,2.107457999999999831e+00,-2.745652999999999899e+00,6.598726000000000091e+00,3.401963999999999988e+00,2.580492000000000008e+00,-6.632520999999999667e+00,8.087602000000000402e+00,-1.795734300000000161e+01,-2.125693000000000055e+00,6.110074000000000005e+00,-1.032897400000000054e+01,-4.991024000000000349e+00,2.540560999999999847e+00,-1.784763000000000099e+00,0
1.583541000000000087e+00,1.813480999999999899e+00,-5.852570000000000050e+00,7.082163999999999682e+00,2.779831000000000163e+00,-5.324099999999999666e-02,2.719756999999999980e+00,-5.304401999999999617e+00,3.805661000000000183e+00,2.111101999999999812e+00,-1.729301999999999895e+00,4.816718999999999973e+00,2.640413000000000121e+00,8.031083000000000638e+00,-1.008251800000000031e+01,7.731157999999999753e+00,-1.338886699999999941e+01,-7.060359000000000052e+00,2.347065999999999875e+00,-1.038497699999999924e+01,6.895495000000000374e+00,1.571377799999999958e+01,9.947601999999999833e+00,0
-2.997323400000000149e+01,1.198566499999999913e+01,-1.628375899999999987e+01,1.139685500000000040e+01,-3.178831999999999880e+00,-3.753947000000000145e+00,2.018505000000000216e+00,-5.813104000000000049e+00,5.584577000000000346e+00,2.669160999999999895e+00,-1.040601999999999983e+01,1.096195900000000023e+01,7.686397000000000368e+00,3.720089000000000201e+00,-6.315629999999999633e+00,6.080049999999999955e+00,-3.000897399999999848e+01,3.025491000000000152e+00,1.391598100000000038e+01,-1.123142999999999958e+01,3.641490000000000116e+00,1.698265200000000164e+01,1.115263299999999980e+01,0
-4.058201100000000139e+01,1.313796299999999917e+01,-1.226635300000000051e+01,3.354700100000000162e+01,7.277972000000000108e+00,5.133720000000000283e+00,4.375930000000000319e+00,-6.573739999999999917e+00,5.096371999999999680e+00,3.419236999999999860e+00,-2.419474999999999820e+00,1.884610899999999845e+01,8.103752000000000066e+00,6.420663000000000231e+00,-4.829972999999999850e+00,2.215176000000000034e+00,-1.565803799999999946e+01,2.443185300000000026e+01,1.523907499999999970e+01,2.015499999999999931e-02,-2.392040000000000000e-01,2.177384500000000145e+01,1.017741200000000035e+01,0
1.031865000000000032e+00,7.052919000000000160e+00,3.008494699999999966e+01,4.170598499999999831e+01,3.439496299999999707e+01,2.976342199999999849e+01,3.202660999999999980e+00,-4.275920000000000165e+00,3.329438999999999815e+00,2.131298999999999833e+00,1.898678999999999917e+01,3.322337699999999927e+01,5.666336000000000261e+00,5.642718999999999596e+00,-3.472212999999999994e+00,5.079739000000000004e+00,3.082432800000000128e+01,4.938280600000000220e+01,7.606506000000000434e+00,4.089826099999999798e+01,2.999468099999999993e+01,4.244437899999999786e+01,3.636504599999999954e+01,0
1.005004999999999926e+00,5.467932000000000237e+00,9.281294000000000821e+00,2.610770899999999983e+01,1.505950799999999923e+01,2.133949700000000149e+01,3.080023000000000177e+00,-1.501231999999999900e+00,2.805803000000000047e+00,1.168493000000000004e+00,-3.044486000000000026e+00,2.132077999999999918e+01,9.551140000000000185e+00,7.590308000000000277e+00,-8.253700999999999510e+00,6.866448000000000107e+00,-1.287636000000000003e+00,2.473678999999999917e+01,9.288859000000000421e+00,1.254079400000000000e+01,2.363839000000000112e+01,3.221685099999999835e+01,2.816728200000000015e+01,0
-8.525465000000000515e+00,8.582777000000000100e+00,-1.638867000000000074e+00,1.338735400000000020e+01,7.063534999999999897e+00,1.428651499999999963e+01,3.184285000000000032e+00,-5.296040999999999777e+00,5.594540000000000290e+00,2.789118000000000208e+00,-2.799103999999999814e+00,2.081495500000000121e+01,9.093852000000000046e+00,4.550607000000000291e+00,-9.274347999999999814e+00,1.142484000000000055e+00,-4.292455999999999605e+00,2.334544800000000109e+01,9.796022000000000673e+00,8.833503999999999579e+00,2.182791699999999935e+01,3.810856100000000168e+01,2.867315699999999978e+01,0
-3.105602000000000196e+00,6.535214999999999996e+00,-2.622889999999999944e+00,1.374268200000000029e+01,6.514419000000000182e+00,9.208460000000000534e+00,3.231720999999999844e+00,-3.300612999999999797e+00,2.293597999999999804e+00,1.571250000000000036e+00,-2.178913999999999795e+00,4.734836999999999740e+00,2.691054999999999975e+00,4.193246000000000251e+00,-7.878795000000000215e+00,3.242961000000000205e+00,-2.523559000000000108e+00,1.185240899999999975e+01,5.663503999999999650e+00,6.789087000000000316e+00,2.005990900000000110e+01,3.378754800000000103e+01,2.554193000000000069e+01,0
-2.583419999999999828e+00,6.017748000000000097e+00,1.276839999999999919e-01,9.492528999999999328e+00,5.542760000000000353e+00,7.454536000000000051e+00,4.205771000000000370e+00,-3.551610999999999851e+00,3.805277999999999938e+00,2.159466000000000108e+00,-3.012770999999999866e+00,3.905796000000000046e+00,2.674570999999999810e+00,3.227808000000000010e+00,-5.524631000000000292e+00,4.282270999999999717e+00,-1.635990999999999973e+00,1.114766999999999975e+01,4.525380000000000180e+00,4.532300000000000217e+00,1.650559600000000060e+01,2.878261099999999928e+01,2.045003600000000077e+01,0
-1.195391399999999926e+01,9.063133000000000550e+00,-9.608686999999999756e+00,5.292116000000000042e+00,1.116368999999999945e+00,9.551014999999999588e+00,1.308885999999999994e+00,-1.264081000000000010e+00,2.544233999999999885e+00,1.031273000000000106e+00,-2.890747999999999873e+00,1.579043799999999997e+01,7.301082000000000072e+00,5.713944999999999830e+00,-6.601035999999999682e+00,3.427836000000000105e+00,-4.920350000000000001e+00,1.579428700000000063e+01,8.017834999999999823e+00,5.595398999999999567e+00,1.188433999999999990e+01,1.652096799999999988e+01,1.444334300000000049e+01,0
-7.001820000000000377e+00,8.213409000000000404e+00,-1.817010900000000007e+01,7.389381000000000199e+00,-3.334629000000000065e+00,5.621629999999999683e-01,3.138203999999999994e+00,-4.812901000000000096e+00,5.068449000000000204e+00,2.366455999999999893e+00,-1.114859700000000053e+01,-1.378541999999999934e+00,3.544573000000000196e+00,6.762089999999999490e-01,-3.775939999999999852e-01,4.797952999999999690e+00,-2.354448000000000096e+00,1.780102199999999968e+01,8.311011999999999844e+00,3.580226999999999826e+00,5.143589000000000411e+00,1.201810299999999998e+01,7.835297999999999874e+00,0
-1.869134000000000029e+01,1.127877499999999955e+01,-1.825874200000000158e+01,4.512176000000000187e+00,-9.721529999999999561e+00,7.974670000000000369e-01,5.434452000000000282e+00,-5.576394999999999769e+00,3.541440000000000143e+00,2.305747999999999909e+00,-1.222193700000000049e+01,1.754688200000000009e+01,1.164083300000000065e+01,8.171580999999999761e+00,-6.216283999999999921e+00,5.340118000000000364e+00,-2.151279000000000163e+00,2.791628899999999902e+01,1.183908500000000075e+01,9.047990999999999673e+00,-2.018515999999999977e+00,1.361200000000000010e+01,3.035362999999999811e+00,0
-1.119476500000000030e+01,6.075127000000000166e+00,-1.169007299999999994e+01,2.457336999999999883e+00,-2.924377999999999922e+00,7.129336000000000340e+00,3.658980999999999817e+00,-6.081612999999999936e+00,5.816798999999999609e+00,2.483521000000000090e+00,-1.438551700000000011e+01,1.355209100000000078e+01,1.146623800000000060e+01,2.021466999999999903e+00,-9.524350000000000094e+00,1.196169199999999933e+01,-4.705975999999999715e+00,2.113129199999999841e+01,1.069755199999999995e+01,1.044896999999999920e+01,6.760900000000000243e-02,1.310835999999999935e+01,6.403553999999999746e+00,0
-2.596720900000000043e+01,1.628238400000000041e+01,-3.245380300000000062e+01,2.158710000000000129e+00,-1.745998799999999918e+01,-2.415127499999999827e+01,5.402016999999999847e+00,-3.548507999999999996e+00,3.760012999999999828e+00,1.934498999999999969e+00,-2.324434499999999915e+01,6.339889999999999581e+00,1.176982199999999956e+01,8.871120000000000116e-01,-1.233223899999999951e+01,6.810662999999999911e+00,-2.324448100000000039e+01,1.793594900000000081e+01,1.662846400000000102e+01,-9.627354000000000411e+00,-2.172783400000000142e+01,-5.660739999999999661e-01,-1.290470299999999959e+01,0
4.456825000000000259e+00,2.990864000000000189e+00,-3.129115999999999786e+00,4.579423000000000243e+00,-4.610009999999999941e-01,-1.364365899999999954e+01,1.509918000000000093e+00,-2.286462999999999912e+00,2.268064999999999998e+00,1.476893000000000011e+00,-3.048068999999999917e+00,4.745006000000000057e+00,2.863268999999999842e+00,4.333680000000000199e+00,-3.223742999999999803e+00,8.803613000000000355e+00,1.123193299999999972e+01,2.894852200000000053e+01,7.333775000000000155e+00,1.638725300000000118e+01,-8.581557000000000102e+00,-3.072509999999999963e-01,-4.563420999999999950e+00,0
-1.121177199999999985e+01,5.663597000000000214e+00,-8.703326999999999813e+00,7.660815000000000374e+00,-1.774014999999999898e+00,-7.233646000000000242e+00,3.657306000000000168e+00,-4.567936000000000440e+00,3.550272000000000094e+00,2.245674000000000170e+00,-1.351372800000000041e+01,1.061529999999999951e+01,8.779645999999999617e+00,2.263479999999999936e+00,-7.718738000000000099e+00,4.435196999999999612e+00,-4.827431999999999945e+00,2.951209100000000163e+01,1.315478599999999965e+01,7.374782999999999866e+00,-5.382350999999999885e+00,6.661946999999999619e+00,-2.196825000000000028e+00,0
-1.442487500000000011e+01,8.974595000000000766e+00,-5.875206999999999624e+00,1.719832200000000100e+01,3.721058999999999894e+00,-1.315935900000000025e+01,3.436939000000000188e+00,-4.052597999999999701e+00,6.331099000000000032e+00,3.015517000000000003e+00,-2.884157400000000138e+01,3.220213000000000214e+00,1.282552599999999998e+01,2.381104999999999805e+00,-5.986104000000000092e+00,9.597600999999999161e+00,-2.799920399999999887e+01,7.589024000000000214e+00,1.345309300000000086e+01,-1.131510199999999955e+01,-1.664728699999999861e+01,-1.894163999999999959e+00,-9.285493000000000663e+00,0
-1.994067700000000087e+01,1.417789999999999928e+01,-7.500702999999999676e+00,2.118010200000000154e+01,7.290235000000000021e+00,-1.531204199999999993e+01,3.557945999999999831e+00,-4.086535999999999724e+00,3.514114000000000182e+00,1.682884000000000047e+00,-4.761681000000000274e+00,1.818286200000000008e+01,8.668108999999999398e+00,3.639168999999999876e+00,-9.094777000000000555e+00,3.236969000000000207e+00,2.837143000000000193e+00,2.746175799999999967e+01,1.059861300000000028e+01,1.415482100000000010e+01,-4.510494999999999699e+00,1.361676499999999912e+01,3.094969999999999999e+00,0
-1.401796799999999976e+01,8.264758999999999745e+00,-1.892824299999999837e+01,-6.092401999999999873e+00,-1.344726600000000083e+01,-8.378308000000000533e+00,3.202436000000000060e+00,-1.281044999999999989e+00,1.767967000000000066e+00,9.084830000000000405e-01,-1.141749899999999940e+01,2.316530000000000200e+00,6.315160999999999802e+00,4.210022999999999627e+00,-9.518872999999999251e+00,1.068792700000000018e+01,-8.623471999999999582e+00,2.044795999999999836e+00,4.261676999999999715e+00,-2.386762000000000050e+00,-3.045732999999999802e+00,2.851008000000000209e+00,-1.257991999999999999e+00,0
-6.573444000000000287e+00,8.496085000000000775e+00,-2.787376300000000029e+01,1.522475000000000023e+00,-1.301778999999999975e+01,-3.160752000000000006e+00,1.977049000000000056e+00,-3.293981000000000048e+00,2.781124999999999847e+00,1.591339999999999977e+00,-6.878317000000000014e+00,1.920359499999999997e+01,9.528672999999999504e+00,7.853029000000000259e+00,-5.616086000000000134e+00,7.558125000000000426e+00,-2.923347000000000140e+00,1.771518000000000015e+01,7.851397000000000403e+00,9.900600000000000733e+00,-2.972982000000000014e+00,1.059769000000000005e+01,5.164380000000000415e+00,0
-1.505957100000000004e+01,9.013968999999999454e+00,-2.450344600000000028e+01,-1.065759000000000079e+01,-1.633176200000000122e+01,-7.122035000000000338e+00,2.088357999999999937e+00,-2.787291000000000185e+00,3.544461999999999779e+00,1.911440000000000028e+00,-2.559307700000000096e+01,-2.159225999999999868e+00,8.978656000000000859e+00,8.988467999999999236e+00,-7.710662000000000127e+00,8.749800000000000466e+00,-2.426858100000000107e+01,3.213925000000000143e+00,1.020998299999999936e+01,-1.249324700000000021e+01,-1.515886700000000076e+01,2.245998999999999857e+00,-3.940535000000000121e+00,0
-3.091347499999999826e+01,1.089925299999999986e+01,-4.187713099999999855e+01,-1.959163300000000163e+01,-2.973611999999999966e+01,-7.795403000000000304e+00,2.789862999999999982e+00,-2.286550999999999778e+00,1.762442999999999982e+00,1.266041999999999890e+00,-4.051102099999999950e+01,-1.536095700000000086e+01,9.236909999999999954e+00,1.120883300000000027e+01,-9.195249000000000450e+00,8.358670999999999296e+00,-3.114140300000000039e+01,-3.159876999999999825e+00,1.098777899999999974e+01,-2.178696800000000167e+01,-2.272642400000000151e+01,-1.620017000000000040e+00,-1.301087500000000041e+01,0
-1.542319200000000023e+01,3.778681999999999874e+00,-3.125522199999999984e+01,-1.452094699999999960e+01,-2.059142699999999948e+01,5.649005999999999972e+00,3.277902000000000093e+00,-5.809118999999999922e+00,5.580632999999999733e+00,2.658421000000000145e+00,-9.341196999999999306e+00,-1.298693000000000097e+00,2.847659999999999858e+00,9.325735999999999137e+00,-2.503149000000000068e+00,1.158384900000000073e+01,-2.368688999999999822e+01,-3.163132000000000055e+00,7.908364999999999867e+00,-1.071246599999999916e+01,-5.779772000000000354e+00,-9.651690000000000547e-01,-2.868453999999999837e+00,0
-2.188027400000000000e+01,7.193815999999999988e+00,-3.517649699999999768e+01,-8.690562999999999150e+00,-2.189760899999999921e+01,6.196835000000000093e+00,2.088686000000000043e+00,-3.551747999999999905e+00,3.538269999999999804e+00,1.732607999999999926e+00,-9.114822000000000202e+00,1.388074899999999978e+01,8.444036000000000541e+00,4.731837999999999766e+00,-6.457038999999999973e+00,5.128974999999999618e+00,-2.763387499999999974e+01,8.100842999999999350e+00,1.279006000000000043e+01,-1.020281499999999930e+01,-7.852260000000000240e+00,4.888925000000000409e+00,-3.392339000000000215e+00,0
-1.158669899999999942e+01,6.783122999999999791e+00,-1.025282200000000010e+01,6.562221000000000082e+00,-4.789087000000000316e+00,1.112323800000000062e+01,3.486355000000000093e+00,-4.037799999999999834e+00,4.561650000000000205e+00,2.390673000000000048e+00,-3.879481999999999875e+00,9.024720000000000297e+00,5.021450999999999887e+00,6.749215000000000408e+00,-6.765818000000000332e+00,6.422373000000000332e+00,-8.492848000000000397e+00,1.942510000000000070e-01,3.474177000000000071e+00,-2.525519000000000069e+00,-5.063221999999999667e+00,3.946826000000000167e+00,-9.726559999999999651e-01,0
-7.714980999999999867e+00,6.592385000000000161e+00,-1.663042400000000143e+01,4.746417000000000108e+00,-5.783790999999999904e+00,8.867369999999999308e+00,3.917450000000000099e+00,-5.558348999999999762e+00,4.066240999999999772e+00,2.412485999999999908e+00,-1.179020000000000068e-01,1.252800799999999981e+01,4.692980000000000373e+00,8.940008999999999872e+00,-1.792143499999999889e+01,3.758634999999999948e+00,-1.108280300000000018e+01,8.577590000000000492e-01,5.489081999999999795e+00,-5.618178999999999590e+00,-7.571919000000000288e+00,4.318735000000000213e+00,-5.874420000000000197e-01,0
7.580710000000000504e-01,3.535271999999999970e+00,-8.333273000000000152e+00,1.190472100000000033e+01,4.830530000000000435e+00,1.410266200000000048e+01,2.587793000000000010e+00,-2.776168000000000191e+00,2.548226999999999798e+00,1.623396000000000061e+00,5.635777000000000037e+00,2.207570300000000074e+01,6.407727000000000395e+00,7.069016999999999662e+00,-4.764580999999999733e+00,5.778680999999999734e+00,-5.322225999999999679e+00,1.379455399999999976e+01,7.728409000000000084e+00,7.887477999999999767e+00,-6.393226000000000298e+00,2.366125999999999951e+00,-3.252216999999999913e+00,0
1.651550000000000074e+00,4.940315000000000012e+00,3.737019999999999786e-01,3.378632000000000080e+00,1.606406000000000001e+00,1.166842100000000038e+01,2.492154999999999898e+00,-4.025037000000000198e+00,6.856268000000000029e+00,2.429723000000000077e+00,2.044376000000000193e+00,1.813200199999999995e+01,5.929661000000000293e+00,6.415636000000000116e+00,-2.627949000000000090e+00,1.167941300000000027e+01,-6.215057999999999971e+00,1.422424600000000083e+01,8.660989000000000715e+00,2.063889000000000085e+00,-3.764564000000000021e+00,2.484128000000000114e+00,-5.624730000000000008e-01,0
-6.326589999999999714e-01,1.119985900000000001e+01,2.869984999999999786e+00,2.196049400000000063e+01,1.161860500000000052e+01,1.742302199999999957e+01,4.382323000000000413e+00,-4.548689999999999678e+00,5.304990000000000094e+00,2.338309000000000193e+00,-3.795263999999999971e+00,1.789792699999999925e+01,9.487735000000000696e+00,1.779729199999999878e+01,-6.894152000000000058e+00,6.453460999999999892e+00,-1.925105599999999839e+01,2.215117400000000103e+01,1.923290799999999834e+01,1.716364999999999919e+00,-9.294162000000000035e+00,1.238234899999999961e+01,5.649509999999999810e-01,0
3.613348999999999922e+00,4.420306489999999826e+02,8.268100000000000449e+00,1.030992120999999997e+03,2.691952370000000201e+02,2.569146529999999871e+02,4.807151460000000043e+02,-1.009020999999999946e+00,2.054120129999999790e+03,4.971708639999999946e+02,-3.274648100000000284e+01,1.045542740000000094e+03,4.603927990000000250e+02,4.538565320000000156e+02,-1.723709600000000108e+01,1.487261526000000003e+03,-1.746801400000000015e+01,1.057732342000000017e+03,4.506397799999999734e+02,2.781926710000000185e+02,4.482804900000000004e+01,1.066260759000000007e+03,3.124085249999999974e+02,0
1.815366000000000035e+00,5.434064000000000227e+00,5.384083000000000396e+00,1.645052499999999895e+01,1.097441399999999945e+01,-1.370546999999999960e+00,4.598300000000000054e+00,-3.533729000000000120e+00,2.801123000000000030e+00,1.721087000000000033e+00,7.458909900000000448e+01,1.562334449999999890e+02,3.418410500000000241e+01,2.674871100000000013e+01,-8.352935999999999694e+00,2.247805500000000123e+01,1.912583199999999906e+01,1.042692899999999980e+02,3.267505500000000040e+01,7.316348899999999844e+01,2.278489700000000084e+01,6.773989500000000419e+01,5.092737000000000336e+01,0
4.136363000000000234e+00,7.297648999999999830e+00,2.958296999999999954e+00,2.450976400000000055e+01,1.625556699999999921e+01,-1.398547899999999977e+01,5.138777000000000150e+00,-2.799751000000000101e+00,2.765115999999999907e+00,1.698647000000000018e+00,-7.965374599999999816e+01,2.444400200000000112e+01,3.874118800000000107e+01,3.227085999999999899e+00,-2.829645000000000188e+00,1.128165100000000010e+01,4.961852999999999980e+01,8.668092199999999536e+01,1.466703200000000074e+01,7.444989999999999952e+01,-6.846536999999999651e+00,1.651710900000000137e+01,8.181915000000000049e+00,0
