@relation dwt

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
1,83.20879,109.07016,9.277495,97.40829,-41.294329,36.598433,33.674466,3.443875,-27.685,21.728,15.29582,1.800563,-10.013339,10.910658,6.74242,-2.17095,-118.357654,-92.808119,9.390337,-107.663018,-36.321954,38.945674,32.723935,-4.13463,-21.338,25.928,14.990022,-1.202375,-11.73868,9.736153,7.028806,2.032755,270.689315,296.583919,11.651274,282.868699,-65.497533,71.539054,56.712728,-1.977247,-38.9655,30.6175,24.85843,1.72725,-13.674738,17.816262,11.122166,-3.258348,264.678907,289.129599,8.852347,275.282062,-57.657133,72.126659,53.943519,-5.9039,-44.7745,28.615,26.350989,2.697688,-18.850053,19.818789,11.217142,-2.037042,33.525347,50.892596,7.346715,40.845139,-86.972013,91.012774,75.061832,-10.961923,-42.4315,38.574,33.138517,2.673375,-24.652571,24.16891,13.777025,-3.953346,4
2,89.665382,115.802524,12.153681,102.164556,-22.442509,33.905063,24.768532,6.87078,-31.1525,22.461,18.710682,2.40475,-11.048543,12.912477,7.676531,-1.640046,-123.847631,-100.991112,10.937145,-112.047964,-31.660706,19.85273,23.948998,-6.965709,-25.4885,28.8085,18.120758,-3.082375,-12.981773,12.291637,7.893878,1.566595,258.746988,300.725089,16.173183,282.482176,-52.308578,70.956044,44.481937,16.16013,-43.9955,36.179,30.941605,1.037563,-15.05501,18.299923,12.237851,-1.48488,268.304597,296.685035,11.511453,283.489627,-62.255095,75.684821,50.681851,14.025375,-42.3805,40.916,29.932385,5.072188,-22.51428,35.149571,15.336574,-0.013126,6.11117,43.676572,18.262138,24.393063,-64.185143,103.544828,59.452478,23.356974,-51.5135,43.3595,33.412203,2.331625,-25.549889,27.137344,15.779218,-2.132104,4
3,75.302983,118.909905,16.356354,92.635143,-40.085176,36.804908,30.923637,8.200052,-31.445,21.0935,16.969731,1.318313,-16.089508,16.020211,8.250268,-1.881744,-128.439229,-87.076665,15.978514,-102.293956,-36.39125,39.533279,30.609682,-7.190215,-24.2675,28.9065,16.581653,-1.4465,-16.987533,12.982481,8.191557,1.661613,264.787801,316.954958,20.588712,286.183704,-62.394395,71.43122,48.210228,13.695686,-43.8,36.281,28.414476,3.582937,-19.475135,19.127238,12.03727,-2.231762,264.059128,326.347457,26.937918,294.616394,-61.663247,63.770072,46.0121,12.929801,-51.269,45.61,29.91248,5.677875,-22.855105,25.618479,13.055055,-1.605928,6.802014,64.392679,23.377393,36.495018,-76.23495,89.354963,59.741186,14.328635,-49.0725,35.791,33.944987,0.63475,-23.063702,21.751312,15.999692,-3.00379,4
4,83.174849,119.5661,12.983134,100.895741,-38.669902,37.392514,28.290987,-5.101333,-32.324,17.529,16.566132,-2.960188,-10.909951,10.496293,6.714333,-1.532079,-131.374076,-97.365775,12.403688,-111.685483,-37.910469,36.874912,27.76185,4.980418,-20.0195,33.3985,16.41192,3.594812,-10.012632,8.493767,6.428573,1.713364,268.271363,306.181832,16.171198,289.161154,-61.838609,69.849422,55.653707,-4.93587,-37.352,34.717,25.996659,-1.062438,-17.329773,16.991776,11.520081,-1.596249,274.558603,321.267602,19.195247,301.30474,-58.591929,69.153629,53.805972,-2.513058,-52.346,34.9595,28.135342,-5.194375,-18.922177,17.818384,11.373401,-1.989975,4.971668,50.892596,20.066434,27.794069,-71.193632,80.655074,65.478756,-4.419064,-36.084,43.7985,32.350404,4.858375,-23.340181,25.204821,15.029591,-1.78677,4
5,87.318142,127.472614,15.114262,108.707503,-40.845316,21.338008,25.576943,-10.496205,-20.6055,24.6585,15.608281,-0.195312,-13.327549,16.641758,8.016011,0.155343,-138.072499,-101.335826,14.285782,-120.394652,-21.855256,41.466509,25.496331,10.824037,-27.2945,22.412,16.949002,0.476,-16.158097,11.393612,7.324844,-0.198609,273.972765,329.038352,22.871233,299.950807,-59.249184,32.766621,40.878828,-14.932327,-33.836,39.1625,29.474088,-2.026875,-17.124712,18.158502,12.159608,-1.217196,298.659984,357.863206,25.256661,327.492882,-65.425762,35.494639,42.814406,-17.442998,-32.425,43.507,28.950736,2.079938,-23.618781,24.034559,13.074943,1.299883,-1.864641,75.130096,32.154638,33.352813,-89.319961,62.838458,55.98628,-16.659259,-44.2385,44.1895,36.316004,-4.479875,-29.347053,20.371039,16.432017,-2.382331,4
6,100.230972,114.455839,5.865528,108.59525,-34.83703,41.604749,31.448674,-1.872861,-23.2915,19.971,14.168421,0.237938,-11.048543,13.396138,7.464849,0.012949,-126.05734,-108.655442,7.257339,-119.194957,-43.537979,35.59717,32.089091,1.424378,-20.9965,23.193,12.941851,0.091312,-13.258252,8.285877,6.753731,-0.038935,291.958026,320.822832,12.292454,306.855352,-65.704362,69.499404,52.435346,-9.426794,-31.591,38.427,24.528178,-1.66175,-17.331187,17.953441,11.869282,0.319347,329.59237,357.042609,12.667159,342.43723,-62.802042,74.646434,53.086893,-5.854933,-35.5005,31.346,26.425014,-0.672937,-16.786715,30.455089,13.315884,-0.466293,31.247049,58.799464,11.610859,44.720968,-98.78105,72.506376,62.707214,-20.068574,-40.0875,51.5135,35.289205,0.12825,-21.959201,21.199061,15.162624,0.254558,4
7,96.674578,113.317044,6.34263,104.210127,-29.58959,48.475352,27.640502,8.968147,-23.291,27.6855,18.414105,0.592063,-14.36346,11.877273,8.311327,1.627185,-125.297554,-106.756153,7.024078,-115.439955,-50.961186,27.862836,28.059085,-9.512,-29.297,24.316,19.205343,-0.170875,-11.11784,13.741913,7.803004,-1.268815,290.751348,322.516353,11.310161,306.501268,-63.628297,70.7775,50.090734,12.060236,-31.446,41.747,27.47694,2.533375,-17.749794,15.881618,12.297729,2.757628,317.263963,352.863254,12.662551,333.924283,-58.347977,67.29217,48.204545,13.691355,-37.402,50.094,30.939417,2.8665,-21.1333,29.209167,13.858889,2.003145,12.982127,48.19958,13.663737,27.422927,-90.943478,70.952509,67.414168,8.485016,-38.6235,56.4445,34.339387,5.230688,-22.442155,26.930869,16.231493,4.035326,4
8,100.852165,117.702166,6.298724,107.274374,-27.96678,45.092199,25.953523,9.891982,-21.387,26.66,17.383622,2.136312,-14.36346,11.186429,7.128117,2.753518,-129.544437,-113.592815,6.572424,-118.253975,-45.540859,29.866069,26.76304,-9.356702,-29.639,23.3885,17.988922,-3.039688,-11.807976,11.945862,6.469755,-2.822638,282.012569,336.015021,21.744569,307.960913,-39.634749,67.981599,42.114806,16.659789,-34.081,42.2365,29.174027,2.2465,-18.641456,14.226988,12.009159,2.598971,308.290425,344.506313,15.039551,330.092913,-35.322459,67.98266,40.970838,15.226395,-33.299,49.7025,32.412627,1.427562,-16.916823,16.369522,10.856105,2.856402,-5.627863,69.744063,31.160577,40.922744,-46.852895,81.759222,53.003804,18.894777,-46.5325,45.1175,36.640448,1.312375,-30.935922,30.590854,18.786373,2.585271,4
9,95.984796,113.731408,7.247962,103.606346,-36.183715,45.782689,34.35136,-1.924745,-19.4825,26.8065,12.982715,-0.225875,-14.91571,11.808683,8.080304,2.196804,-123.570799,-105.478765,6.696879,-114.179449,-45.471562,35.251748,34.224682,2.451451,-28.7105,15.9665,13.529442,1.159563,-10.772772,14.086981,7.772581,-2.088926,278.663358,320.267046,16.844345,300.752932,-67.194236,63.182819,54.318052,1.439227,-34.8115,39.0105,24.210109,-0.739187,-20.303157,14.432049,11.866242,3.102652,302.65938,335.397363,13.911728,321.643076,-73.890184,64.94599,58.094801,-1.526997,-42.7765,32.08,21.792802,-2.253375,-23.27442,16.15739,12.285547,3.767818,25.756718,75.544814,20.15433,42.05385,-86.419762,63.943313,64.144798,1.243005,-52.9295,53.4175,37.063074,-2.075313,-25.894957,25.480593,16.41255,4.272737,4
10,96.674932,121.672217,12.027397,108.931833,-41.155382,15.67479,24.182518,-11.083103,-22.461,31.934,19.578076,0.195562,-12.498819,13.534731,7.537784,1.251535,-131.443372,-109.208046,10.59058,-120.075305,-13.05107,39.740108,23.373738,11.626868,-31.4945,18.75,18.984633,-0.433437,-14.432757,12.567409,7.23872,-1.316412,280.529413,341.332818,24.341479,307.307546,-66.050844,52.274283,42.532555,-13.4147,-39.112,43.8975,30.948551,-0.6475,-22.510037,14.227696,12.821672,1.209064,273.588806,352.379593,30.055654,306.028744,-69.949831,48.340648,43.555056,-18.31601,-32.423,38.1375,24.39153,3.223375,-21.818487,22.166383,12.615976,2.331243,4.661248,94.430222,32.287727,43.615849,-75.889882,79.100147,56.611535,-11.81708,-48.3885,42.1875,35.024024,-0.054812,-30.797329,37.357865,19.521443,1.834191,4
11,80.688662,121.258206,14.954296,105.202817,-41.121441,47.992398,34.016784,-4.505684,-20.899,27.832,14.756954,-3.61325,-14.91571,11.601501,7.083724,1.993953,-131.477667,-93.670789,14.119704,-116.881304,-47.715566,42.467773,34.648218,5.792177,-28.5155,20.1175,15.053753,3.228812,-13.879799,14.570642,7.195319,-1.868751,276.561129,325.551255,18.453052,307.348912,-69.568347,60.459751,46.644609,-12.402653,-39.1145,40.8685,27.591036,-3.85125,-20.301743,13.466849,11.903538,1.523904,250.662636,313.500741,24.368349,291.560544,-69.298232,74.613554,52.065309,-8.338645,-41.357,39.0125,29.357345,-6.236812,-22.097087,23.751717,13.028372,2.114382,20.301036,73.956652,21.087578,51.720795,-87.835744,66.222318,56.009568,-13.137337,-46.436,55.713,37.215524,1.28175,-23.063702,20.094561,15.919859,1.700503,4
12,81.931756,116.527308,14.310129,106.350893,-36.83991,36.52949,27.702372,6.586081,-20.2635,30.762,15.633335,2.069187,-15.053596,13.258252,7.749294,0.2805,-131.477667,-95.880851,13.983533,-119.263812,-38.46272,33.21422,26.851885,-7.932677,-29.3945,16.504,15.686579,-1.22675,-14.777118,15.882325,8.396243,-0.202851,278.634366,323.027591,17.092893,307.590919,-73.229746,61.047003,56.874142,4.58488,-40.427,37.549,26.842656,1.118125,-21.406951,16.776815,11.81973,1.126244,257.637184,303.657815,17.182097,285.240954,-70.746033,61.59395,56.496807,7.819098,-35.5465,43.648,26.421558,2.135563,-26.309322,19.683024,12.681739,1.044883,27.172699,60.007556,13.599155,50.409112,-94.292689,85.177376,79.378706,2.830902,-53.711,45.8495,34.336917,0.476125,-25.826368,22.373566,15.051178,2.019762,4
13,91.426785,110.312547,7.749286,100.317239,-20.508925,39.809051,24.454739,12.360403,-29.2965,25.488,19.329604,1.25725,-15.260779,12.498112,7.977591,0.371143,-125.711565,-102.854692,9.091642,-111.460712,-40.534543,20.888641,24.8818,-12.921669,-25.1955,26.3175,18.3447,-1.983875,-13.465434,15.260779,8.522544,-0.323678,294.820748,322.512464,10.94446,309.331728,-35.733641,61.801486,42.52675,16.753216,-40.9685,35.1555,29.978557,2.776813,-17.329066,16.02304,11.500927,0.746837,261.161404,282.432591,7.826661,273.080573,-29.481403,81.92822,47.178007,27.079008,-37.8415,38.8205,28.078216,4.059,-22.718634,20.578222,12.719341,0.349576,45.885573,88.319405,15.176214,66.015047,-61.768252,89.493202,59.35244,21.216474,-46.289,49.2185,37.287299,3.808688,-27.068755,23.754545,16.360817,1.07025,4
14,91.323548,111.763177,9.76525,101.629364,-42.087703,37.806878,34.871483,2.468952,-22.656,25.6345,14.470537,2.770812,-9.667564,9.80545,6.280456,-0.846009,-123.501856,-104.201377,8.825266,-113.601654,-37.841173,43.123614,35.172996,-1.476085,-25.39,19.238,14.929037,-2.471875,-11.393612,10.772065,6.581021,0.850208,278.633659,324.863594,16.670438,299.883102,-69.604763,62.046499,51.791574,7.958487,-38.869,32.373,25.333295,1.660875,-14.777118,16.779644,10.544642,-0.508056,228.705557,278.663004,18.152944,254.962553,-71.021098,69.262877,54.166582,5.594099,-35.498,43.504,24.8421,6.1765,-21.05764,27.826773,12.286313,-1.104059,1.588515,73.541934,26.912644,40.732886,-85.971103,74.128832,59.12422,7.414898,-54.053,36.524,35.646214,-3.680375,-20.646811,23.961727,15.355875,-1.031404,4
15,91.772207,103.925251,4.323068,98.314889,-38.911379,38.083357,27.965933,-6.818807,-24.7075,22.07,16.156536,-0.635,-10.151225,8.42447,5.643518,-1.260241,-116.458366,-104.616095,4.198551,-110.675381,-37.875821,37.426808,27.445598,6.439356,-21.338,23.1935,15.957671,0.427062,-8.908131,10.703475,6.119313,1.182592,287.056715,315.954048,10.491954,301.315877,-68.364851,66.809924,50.813736,-10.875302,-41.3585,26.369,26.983281,-1.8785,-13.879799,18.512056,11.152549,-2.839829,220.79586,262.36985,15.483962,240.098638,-62.185799,73.091153,51.372077,-6.130085,-45.311,44.4355,30.019183,-0.989625,-15.950915,12.429523,10.585145,-2.088882,25.10123,78.478953,20.198203,45.281792,-82.691188,68.189842,59.590619,-11.324934,-63.428,40.576,37.079885,-1.892062,-22.511451,22.165676,14.837702,-4.505817,4
16,79.584161,114.835555,13.167979,96.05312,-43.814104,40.051235,30.194058,-7.095198,-28.2225,18.6035,17.440877,-1.416063,-8.700949,11.807976,6.760749,-2.278784,-124.158051,-91.15066,12.757158,-107.024147,-36.667022,42.675308,28.675218,7.621904,-21.5335,27.2465,17.25172,0.81175,-13.05107,10.358407,7.539202,2.127773,283.364204,331.045475,18.483828,307.081891,-67.948365,45.305039,43.895063,-14.378574,-40.6765,33.206,29.16096,-5.310688,-13.053191,18.504984,11.109146,-2.805579,209.126831,264.300605,21.786936,237.39528,-61.699309,39.875519,40.170134,-14.941431,-44.9205,33.8385,28.773542,-3.656063,-18.36427,21.88849,13.143437,-2.541209,26.205731,95.845849,29.156602,66.696875,-83.347383,39.360038,58.593704,-23.780266,-56.2985,42.578,41.263638,-6.597812,-18.644284,18.505692,14.866494,-2.800983,4
17,105.340526,127.783034,9.23874,115.828245,-43.055025,30.866625,30.251641,0.215579,-26.3185,19.629,14.767658,1.886062,-13.949095,10.496293,6.578479,-2.62836,-137.86567,-117.459629,8.657717,-127.567632,-32.662323,42.95108,30.579736,-1.1654,-17.3345,27.6855,14.399036,-0.848562,-11.325022,11.946569,6.623345,2.559417,288.16157,343.095988,19.968179,316.102717,-61.736079,64.08438,52.251002,-2.320548,-38.282,34.179,24.858985,1.03075,-14.156278,17.543319,11.09088,-3.621271,232.74349,281.980396,18.10945,255.60929,-75.231919,66.741334,56.332284,-6.119567,-42.674,37.3555,27.501589,-1.275063,-19.400889,20.165978,12.500292,-3.79323,50.063514,111.69388,24.555195,75.130096,-72.609613,95.846203,69.003233,-1.122178,-47.9495,48.828,34.766229,0.500375,-25.826368,27.068755,16.719244,-4.730191,4
18,74.404957,117.839699,17.924639,95.569724,-16.67676,39.498631,24.85874,9.73633,-32.568,19.238,18.501029,-1.806625,-12.706002,25.411296,10.758726,-0.940982,-130.579995,-86.973073,17.589122,-107.050133,-41.881228,16.365986,25.590137,-10.530588,-22.266,31.8355,18.257546,1.367125,-24.583274,10.289111,10.558647,0.940806,273.13944,320.791366,19.114111,299.458219,-55.481012,69.191459,44.752864,12.542748,-38.7215,32.2275,27.708131,0.335313,-14.63711,19.261589,12.067676,-1.169864,189.446635,259.639711,26.198643,226.329236,-62.732746,74.884729,49.984132,10.728312,-32.8595,36.522,26.962226,1.091938,-16.845405,32.728437,16.198872,-0.470093,57.590312,133.825262,27.981333,92.807677,-96.812464,92.738115,69.147296,12.878624,-40.5765,41.4065,31.630092,2.758812,-22.511451,23.685249,16.356708,-1.044441,4
19,89.838624,103.683774,6.355851,96.856128,-39.325744,36.322308,28.492886,4.963182,-28.369,25.83,16.407481,-0.213625,-13.810503,14.501346,7.369422,-0.936475,-114.318307,-101.750191,5.543011,-108.379405,-37.08174,36.632727,27.463565,-5.161791,-27.637,27.0025,16.385801,-0.769063,-13.879092,10.703475,7.0954,0.828685,275.106611,322.859653,17.594638,294.088627,-59.76219,71.021098,47.193032,15.011258,-37.156,36.2785,27.199166,2.485062,-16.501751,18.787827,11.520347,-1.117803,211.268303,241.759101,12.168285,222.689404,-59.283125,77.374452,48.684534,14.37115,-34.668,39.5535,30.578937,6.365687,-18.644992,24.103149,11.849834,-0.694335,61.630013,122.363061,21.799117,89.63975,-79.135148,82.864076,59.544215,15.148525,-47.8515,58.3495,42.081395,6.561375,-29.760003,27.96678,17.195424,-1.67876,4
20,103.545535,114.870557,4.312234,108.172135,-38.289832,40.085176,30.699358,-3.728928,-25.83,17.1385,14.852397,-1.14725,-11.048543,11.946569,6.705826,-0.293538,-127.403671,-115.940763,4.541812,-119.911168,-39.739401,39.049972,30.299259,3.85002,-20.556,26.123,14.682406,1.8555,-11.462908,10.495586,6.349218,0.543677,282.395821,315.298207,12.055524,296.707044,-58.280448,67.985842,53.954672,-3.710808,-32.129,38.5285,25.404266,0.037313,-16.574583,17.819091,11.115669,-0.612045,212.095972,244.658593,13.263089,224.026896,-72.853565,63.426418,54.569063,-8.546181,-34.7655,41.9405,27.736375,-1.769813,-20.025264,18.433567,11.311749,-0.648284,67.11999,101.6466,14.038135,77.693711,-82.794426,97.468659,72.310897,1.268903,-49.3655,55.6645,37.931183,-1.470875,-25.274118,25.135525,16.234663,-1.713497,4
21,83.589214,109.864241,11.036507,96.580091,-36.770613,22.028144,23.38969,-8.41572,-29.1505,21.973,18.692354,-2.862563,-16.84894,9.874746,7.807123,-0.082069,-121.084965,-97.365775,10.245585,-108.284565,-23.09835,38.221243,23.433374,8.157007,-24.8535,30.3225,19.15999,2.28875,-9.874746,13.05107,6.745507,-0.116496,278.043932,311.985411,14.15007,294.531276,-68.050896,36.291195,42.388743,-17.677228,-31.102,39.6515,29.453584,-2.746063,-18.438516,16.574583,12.071543,-0.534882,199.046316,234.228061,13.466798,211.933868,-73.785532,48.0274,52.037835,-11.748402,-38.184,43.8,31.610663,-5.169375,-18.851467,34.112245,13.858209,1.083641,60.939877,90.183692,11.609999,71.349637,-106.998337,60.422274,64.240925,-25.497829,-31.934,45.6055,31.946191,1.965063,-25.964254,24.78975,17.214746,-1.027205,4
22,78.92832,112.349722,11.997918,97.581089,-39.290742,39.947644,32.487052,-1.993511,-21.582,30.2735,15.358483,0.055125,-11.187136,12.153751,6.931759,0.599892,-124.883189,-90.494465,12.236769,-109.026762,-38.497368,40.914259,31.779421,2.183811,-31.3475,22.8025,14.981519,-0.384563,-11.462908,10.496293,6.067898,-0.539567,279.009487,312.952733,12.111618,297.449064,-66.049077,70.298788,53.2645,-9.822951,-35.1045,40.8735,26.107662,-2.91675,-18.92147,18.024152,12.497857,0.880878,183.13111,251.046242,24.239762,220.307073,-65.42753,63.56395,52.227841,-12.507482,-35.7935,39.5525,27.637049,-5.0475,-25.066228,18.024859,12.740262,0.305824,53.585613,109.691354,19.924191,79.808579,-89.113132,70.710678,59.785752,-18.540782,-42.969,46.142,32.006222,-3.015063,-29.969307,27.138051,18.085477,1.053015,4
23,85.591387,123.881573,13.681138,105.219964,-36.770613,40.396303,28.02886,6.922752,-20.312,24.5115,16.200163,0.1955,-17.67767,15.675143,9.436316,2.805358,-136.277508,-100.265267,12.844587,-117.994997,-39.774756,35.389634,27.202198,-6.525447,-27.3435,21.484,17.117468,-0.085438,-14.639232,15.74444,8.498525,-2.632603,288.020502,317.646155,12.358376,301.382699,-67.914071,69.154336,51.187374,9.717415,-31.791,43.11,27.734377,1.73225,-20.4368,16.850355,12.437999,3.487009,199.2885,265.958063,25.775477,235.143587,-67.635471,68.293787,49.935667,5.007907,-21.436,42.4775,24.469467,2.17325,-20.094561,16.91753,12.030394,2.537541,66.015136,128.093808,22.584715,97.209858,-65.600417,72.851444,57.071945,13.759061,-46.2405,57.5195,39.315353,3.064,-20.232446,26.792983,15.790486,3.098895,4
24,70.848917,107.44735,14.308638,84.296851,-31.453524,40.223769,25.81917,6.64645,-18.0175,28.76,17.762848,1.7945,-13.396138,11.393612,7.615297,2.002526,-120.221234,-83.140555,15.018401,-95.095079,-39.94729,31.350286,25.4733,-6.223424,-30.078,21.6795,17.681893,-2.301,-10.841361,10.979954,6.644755,-2.032667,270.344954,314.364472,17.59755,291.950159,-38.599899,68.572034,43.202023,17.549064,-33.303,43.898,29.812937,3.716313,-16.847526,14.36346,11.759199,3.121655,182.682098,252.527277,27.715618,208.843281,-25.238762,67.98266,38.901178,18.221788,-30.8105,67.0405,34.650933,10.3335,-26.10214,21.820608,14.60288,2.775659,38.462366,99.092177,27.989609,70.451789,-34.837383,74.474254,49.454121,24.841987,-43.896,46.0935,38.302414,5.627438,-28.311848,22.304269,17.079467,2.75343,4
25,61.492481,89.596086,11.286093,75.104109,-37.461457,40.983202,32.01131,-4.721529,-26.66,16.3575,12.207634,-3.46075,-15.122893,9.943336,8.194347,2.084462,-99.299005,-72.022361,10.893073,-86.817156,-39.222506,36.390897,31.580544,5.317089,-17.871,22.6075,12.193998,3.69875,-11.877273,13.741913,7.980458,-2.097455,258.538745,316.821315,20.737206,285.485966,-65.497533,63.877905,53.720826,3.470215,-36.8205,35.3055,23.358079,-1.538062,-18.230627,14.432757,11.930336,3.461243,184.717858,226.705152,16.657182,205.702578,-66.050137,68.089787,52.705743,6.759322,-38.379,31.592,25.77277,-0.116563,-27.138051,18.782877,13.635953,2.567902,56.727642,95.431838,17.514708,77.054929,-87.559619,82.518654,71.567636,12.627955,-28.4665,47.1685,29.901432,3.167812,-26.585801,28.519031,16.604416,4.544531,4
26,77.166917,117.425334,15.81661,99.203723,-39.049618,23.512361,23.973575,-9.900556,-27.441,26.5625,17.804281,-0.946,-13.672617,12.567409,8.007828,1.040154,-127.817682,-89.424259,15.426719,-110.649307,-23.340181,39.01497,24.544859,10.280095,-29.248,23.3895,18.607969,0.457875,-14.225574,12.222341,7.915452,-1.014256,273.937763,329.939913,22.479958,299.71976,-70.744619,54.210341,44.593969,-14.318205,-41.113,39.2615,28.606052,-0.018,-20.856822,13.122488,12.33872,1.281896,205.605792,245.21049,17.940581,223.39598,-79.201616,57.900378,49.22237,-18.239554,-49.51,38.963,27.75323,-2.996812,-24.583274,20.92329,12.078781,1.32472,59.835022,97.88267,14.025938,75.250746,-93.326074,87.249199,64.853486,-12.412464,-50.342,51.6115,37.304569,1.843312,-23.478774,27.897484,17.112818,1.475776,4
27,62.56304,81.379152,7.382656,75.095801,-41.39792,42.019113,31.912359,-5.541773,-24.707,33.1545,17.646656,-0.183125,-12.291637,16.84894,8.218107,1.389642,-95.121065,-75.648051,7.878236,-88.345126,-42.294885,40.776373,32.104183,5.653937,-33.106,22.803,17.409043,-0.323562,-18.989353,12.29093,8.613341,-1.385355,260.643095,313.08673,20.759683,295.13435,-72.366369,59.766786,47.213167,-11.236811,-37.3545,41.164,27.736401,-2.916875,-18.920056,18.157088,11.740683,1.027426,165.7628,211.097891,18.48003,196.337213,-74.614615,60.906289,48.569085,-12.878889,-47.6565,34.328,27.58778,-7.129125,-15.605847,16.29669,10.102943,1.648796,20.405334,96.087326,34.671584,61.198413,-104.443207,66.947456,65.780429,-27.034372,-52.5395,33.9355,31.930934,-9.362813,-32.040422,30.314375,17.772031,-0.41432,4
28,68.846038,95.915146,10.031657,81.888711,-43.917695,44.677481,33.014818,5.981505,-24.658,28.6135,18.195972,1.678562,-12.084455,12.636705,6.734669,0.168247,-106.653269,-81.448095,9.573306,-94.516754,-46.023813,42.70925,32.820372,-6.646362,-27.9295,23.4375,18.864073,-0.817812,-13.810503,12.637412,7.091434,-0.353863,271.690931,312.293356,15.478968,296.49721,-74.058122,64.599861,57.930479,2.089059,-40.77,38.2865,26.789078,1.378813,-19.127238,16.018797,11.187641,-0.440572,187.134042,225.079867,14.942906,204.372245,-78.375362,68.397025,61.471762,3.150514,-37.402,46.4845,29.705269,4.40075,-18.574988,22.718634,11.398974,-0.901473,55.484548,76.373543,7.657063,65.022623,-73.714468,94.292689,76.170585,7.397486,-36.621,36.963,27.762872,1.239062,-26.516504,25.135525,15.575136,-0.789706,4
