@relation dwt

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
62,145.564648,171.010593,9.660363,155.490925,-35.009917,15.088598,22.344818,-10.944864,-17.7245,26.3185,16.867595,0.207437,-14.155571,10.56559,7.950631,0.664813,-182.92216,-156.682488,9.777122,-167.023041,-15.744086,36.253011,22.856262,10.685974,-28.2225,15.0385,17.314376,-0.54925,-9.736153,12.360227,7.246131,-0.802655,-331.661011,-297.343351,12.710125,-314.345911,-64.045843,37.047446,38.260498,-16.330808,-31.7355,37.891,26.723283,-0.879125,-17.74838,14.156278,12.203834,1.087707,215.309419,257.642487,16.203592,230.372119,-70.779621,61.906492,49.068337,-15.287207,-30.763,29.639,24.110245,-4.119937,-20.991879,17.746966,12.705808,0.892943,110.519729,141.318119,12.33936,127.075397,-94.913175,68.466321,57.785743,-13.60332,-43.3595,47.1675,33.043599,-5.31,-19.610899,22.02779,15.475398,1.838301,2
63,135.275891,178.606688,15.569155,159.65163,-33.629291,38.497014,28.27565,-3.539069,-21.0455,25.9765,14.102723,-0.3785,-12.706002,11.877273,7.588889,2.416803,-188.792207,-146.428026,15.236697,-170.389223,-39.670812,31.2124,27.813347,2.969495,-26.318,17.5295,13.4525,0.342,-12.360934,11.325022,6.827765,-2.399744,-328.555752,-280.215811,17.70481,-300.658887,-62.979173,58.628698,44.472533,-10.340464,-34.082,38.1825,24.39486,-3.380812,-16.503872,11.950105,10.723124,2.348788,211.302952,257.190646,17.612439,238.458062,-64.251258,44.26241,38.90037,-13.275311,-40.1365,36.281,29.33476,-0.634063,-21.406244,38.531663,14.979197,3.297372,114.662668,149.051746,12.162056,132.030006,-78.893671,73.990593,55.251408,-13.897212,-38.477,46.7285,31.91183,1.464937,-20.508925,16.641758,12.810346,1.001307,2
64,136.311096,171.63214,13.396609,157.165442,-38.946027,39.326097,28.525357,2.675869,-19.8245,25.537,15.284381,1.538125,-16.641758,9.115314,7.8345,1.829904,-183.440116,-146.842037,14.099933,-168.645586,-39.049618,38.911733,28.361678,-3.141764,-25.488,17.3345,15.92795,-0.939813,-9.253199,15.74444,7.578282,-1.674561,-316.987838,-275.281266,15.043554,-293.985566,-60.388687,55.931439,47.31428,5.532669,-32.6165,37.9865,24.542909,1.604563,-17.126126,13.396138,10.518394,2.697303,235.261851,258.430204,9.139919,243.273989,-67.600115,58.734057,49.244102,3.748285,-33.5465,33.395,24.635925,0.767562,-29.969307,17.67767,12.74273,2.0975,130.02633,160.548948,13.3258,143.950147,-71.98842,73.264041,62.167872,8.656932,-40.5275,60.252,32.828252,3.2895,-21.959201,20.163857,12.633448,3.69861,2
65,143.458177,167.419905,10.046673,153.635035,-18.886115,36.736319,22.663447,10.93629,-20.264,26.8555,17.028367,1.361125,-10.979247,10.496293,6.682563,1.661613,-178.744573,-153.574754,9.741981,-163.673918,-36.908853,18.989353,22.118065,-10.219903,-25.488,18.506,16.887912,-2.355813,-11.532204,12.360227,6.998814,-1.683312,-324.657118,-270.657848,22.518904,-297.042301,-24.894401,52.928357,36.375869,15.129787,-34.573,33.6415,26.466463,1.604875,-16.440233,13.812624,10.38867,2.101787,211.683022,263.023217,20.042603,244.094852,-21.303006,79.44769,43.803485,23.900916,-37.109,58.935,31.126154,2.045375,-17.60908,23.615245,12.403373,2.180099,111.486698,166.728708,21.637235,145.184844,-42.537069,67.120697,48.890766,16.797233,-55.42,40.9665,38.703144,2.868813,-21.336947,22.718634,14.751506,1.959437,2
66,148.154073,164.346819,7.089625,156.759828,-40.948907,38.013707,31.34135,2.529056,-26.66,18.457,12.972904,-1.129187,-12.706002,11.255726,6.647244,0.31506,-174.980998,-160.169585,6.367354,-168.343563,-38.911379,39.774403,31.172942,-3.340549,-17.578,22.0215,12.721531,1.31225,-12.705295,12.706002,7.105454,-0.219999,-312.780199,-272.624666,15.22549,-292.122517,-65.114989,52.825473,49.066354,4.808768,-36.2315,31.3975,22.341791,0.360937,-15.266435,15.677264,9.955607,0.703792,223.007337,288.610936,25.14715,246.995846,-67.188933,51.686324,47.920029,5.533553,-39.16,29.4915,25.561213,-2.678938,-22.649337,25.273411,12.412686,0.720763,80.48148,164.347879,30.858482,120.895284,-76.85579,74.750026,58.268205,7.820424,-39.893,43.994,31.054944,-0.293,-17.194008,16.365986,12.247321,0.794081,2
67,148.120132,164.45041,5.863768,155.939938,-39.705106,27.448825,23.951314,-8.890542,-24.902,26.123,17.207438,0.805687,-11.048543,12.360934,6.730014,-1.545073,-176.914581,-159.65163,6.196738,-167.972509,-28.312202,37.979412,23.954205,9.080312,-24.951,22.51,16.543825,-0.915375,-14.017685,11.877273,7.429403,1.415628,-300.862622,-271.480921,10.403885,-286.67364,-67.466826,58.726986,45.807708,-10.80795,-37.791,29.0515,26.041072,-0.74425,-15.881618,15.400786,10.354716,-2.081015,241.101139,273.418747,12.682227,252.9176,-56.521166,54.828353,40.310489,-6.326838,-41.1655,25.8305,23.963306,-1.5325,-22.78793,20.508925,12.386924,-2.222702,92.15157,152.780673,21.953863,117.779153,-85.246319,90.184045,65.885443,-10.642753,-48.682,35.596,33.056496,-2.301063,-20.371039,27.345233,15.573042,-2.481547,2
68,142.491562,166.591176,10.61204,154.71408,-43.262207,33.801118,27.528391,-8.580034,-29.3945,19.238,17.003683,-1.928875,-10.289111,12.015158,6.743023,-1.838654,-179.089642,-156.613192,9.818574,-166.833006,-34.285133,41.500804,27.455276,9.304818,-18.311,26.3185,16.375123,1.159625,-12.706002,11.324315,7.10562,1.700327,-295.062578,-259.536473,14.658638,-274.13266,-64.808458,42.985021,40.605103,-14.337385,-39.4525,25.3895,25.856177,-3.741312,-12.982481,16.363865,10.049231,-2.361074,231.811523,276.489358,19.098063,253.545776,-65.600417,43.39585,40.899369,-17.712583,-46.3835,31.742,28.973085,-2.878688,-13.810503,17.265426,10.846581,-2.192252,95.776906,147.808652,20.903683,122.336809,-74.750379,44.78178,52.235009,-17.427265,-43.652,40.137,32.897332,-4.278438,-19.680196,14.708528,13.045861,-2.680067,2
69,140.869813,170.458343,12.466423,156.155782,-37.565048,32.489789,29.576944,3.202398,-22.705,20.9475,14.062933,2.374438,-8.700949,14.777825,7.19761,-1.99824,-181.472591,-151.434342,12.879912,-168.0761,-32.109719,38.46272,29.890447,-2.744812,-18.164,20.606,13.174979,-1.696625,-15.122186,9.944043,7.576108,2.088882,-279.732857,-251.734964,11.437699,-267.72857,-60.492985,62.973516,52.341775,-0.216817,-40.38,27.145,23.587229,1.080187,-12.501648,16.090922,10.473546,-2.956723,221.073753,274.800787,19.112585,249.110891,-63.977254,56.728349,53.577898,4.057202,-33.006,29.4915,21.599228,3.41825,-18.301338,23.895967,11.393278,-3.201691,100.058438,133.100124,12.904908,111.944107,-81.828164,95.845496,74.648165,0.854273,-45.7035,28.223,31.185072,0.372312,-20.370332,16.918237,13.131827,-2.447164,2
70,132.409987,162.966193,12.75371,149.630159,-12.083748,29.624239,19.189675,9.313657,-30.4195,20.166,18.756681,0.042625,-8.563063,11.117133,6.679061,-1.255998,-175.706843,-147.601116,12.424238,-162.776069,-29.313112,11.704739,19.036343,-8.545297,-22.705,29.248,18.514905,0.048813,-12.360934,10.979247,7.216515,1.147944,-289.264656,-248.111749,15.469906,-266.485211,-49.476261,63.940131,41.690603,13.664308,-41.163,31.005,27.782964,1.544625,-13.258252,17.194716,11.294543,-1.617507,222.629742,265.301515,15.809149,243.923113,-17.504782,72.438847,35.893897,24.644527,-49.854,30.764,29.228997,-1.446437,-14.639232,20.233861,11.580986,-0.651113,101.060055,155.232212,19.502579,126.566192,-70.503142,95.086063,58.814388,17.720715,-51.5625,37.743,35.887744,6.890563,-22.233559,21.336947,15.787804,-1.765071,2
71,122.086228,156.889317,12.699236,139.988404,-40.879611,38.945674,29.929475,4.315826,-28.32,19.043,16.18753,1.0255,-12.498819,15.467961,7.315351,-1.337934,-168.283282,-135.137652,11.953191,-150.743675,-40.4656,40.327007,30.133078,-4.574981,-21.142,25.6355,15.479255,-1.281625,-16.158804,10.634179,7.244154,1.22577,-279.733918,-237.611213,16.261926,-263.860431,-58.868054,65.460057,44.769695,11.487126,-37.4,31.0525,24.980748,2.105375,-14.362753,16.365279,10.500196,-1.938356,206.814945,263.472229,21.139536,232.200432,-57.623899,64.392679,43.497598,8.917677,-39.7935,33.645,28.894345,0.910125,-21.197647,21.823437,12.376844,-1.584273,111.797118,167.072715,22.307754,132.66817,-69.536881,74.957208,52.032943,11.600352,-45.6035,44.873,35.194839,3.491188,-23.892431,22.580748,13.754536,-3.288444,2
72,134.170683,159.65163,10.279687,143.294394,-31.418876,33.387461,25.630936,-3.944507,-26.025,18.018,15.74033,-0.689688,-13.396138,9.598267,6.219754,-0.850163,-171.908619,-144.632682,10.64635,-154.584679,-32.869505,31.384581,24.985436,3.961919,-18.799,25.2925,14.460765,1.654,-9.115314,10.219814,5.623708,0.927812,-273.379856,-249.527376,9.722399,-262.740816,-55.79815,67.398236,51.821337,-5.343694,-34.5695,34.373,24.112788,-0.764188,-16.021625,16.365279,10.606532,-1.531991,202.395528,231.017442,10.965583,212.641151,-52.376813,57.867144,48.119771,-2.459317,-45.215,21.681,24.655367,-5.242125,-15.813736,17.470487,10.105439,-1.13526,104.236025,143.423529,18.306263,124.062857,-75.47481,101.162585,74.171823,-3.426905,-52.4415,57.7635,34.961744,1.507188,-25.478472,31.97254,15.883325,-1.86,2
73,130.890768,159.616981,12.310681,143.898705,-29.313465,18.540693,19.295705,-6.810676,-21.24,25.635,17.630274,0.56775,-11.187136,14.294164,7.669841,-0.13382,-171.528549,-140.800163,12.64419,-155.612017,-18.920763,28.312202,18.746997,5.59348,-26.66,21.191,17.545891,-0.805687,-13.258252,11.255726,6.925455,0.259022,-271.47986,-233.469689,15.317299,-252.658003,-55.522732,29.519233,37.835381,-14.752811,-31.2015,36.913,27.822507,-2.300562,-16.779644,18.644284,11.771545,-0.704057,180.7471,232.742783,20.945509,203.154783,-55.656375,33.318872,36.561718,-10.375378,-38.7715,48.8285,34.728776,1.952875,-21.199061,28.173963,14.284982,0.112165,114.662668,169.043068,19.690797,141.050125,-88.077574,48.992954,52.96477,-22.89983,-47.0705,47.168,35.932171,-5.828875,-29.90001,17.67767,14.916333,-1.523373,2
74,138.452215,156.717137,7.314798,146.79908,-34.457667,42.467419,31.695546,-0.250493,-19.7265,20.5565,13.365821,-2.6185,-11.601501,11.945862,6.575467,0.927812,-168.282929,-151.39934,7.1243,-159.116173,-42.70925,34.215836,31.678774,0.362569,-22.2655,20.6545,12.8037,2.136125,-10.012632,9.183903,5.594258,-0.871774,-261.712594,-227.256695,12.827963,-246.117,-60.598698,65.187821,49.498138,-6.983033,-30.4705,34.572,23.469416,-2.435375,-16.574583,16.641758,11.135437,0.685894,165.175548,212.442454,16.722008,188.213264,-43.572273,67.568296,45.815013,-2.20087,-35.596,31.8845,24.703581,-4.18075,-15.951622,17.746966,10.30527,1.583742,113.31669,178.952463,23.391508,146.100017,-80.343947,76.718257,58.209425,-14.08707,-41.9915,53.3695,33.312068,1.892062,-25.135525,22.23568,16.286354,0.2158,2
75,143.631065,159.996344,6.4183,149.500493,-34.181188,42.468126,27.19145,6.163231,-22.412,24.3655,16.361162,1.147312,-11.325022,10.151225,6.63881,2.054366,-171.597845,-155.473689,6.544379,-160.791044,-41.536159,31.488172,25.898168,-6.284146,-24.9515,24.219,16.821587,-0.610313,-9.322496,10.703475,5.854732,-1.700459,-255.494297,-225.082342,11.04269,-239.131493,-62.147969,67.498646,47.830935,9.925658,-30.6665,39.308,25.704108,0.97625,-16.16234,14.915003,11.022786,2.85733,149.569701,182.507796,12.637979,170.277058,-65.600771,69.329699,48.999608,9.589871,-33.984,39.453,24.318812,2.203313,-15.053596,13.465434,9.408872,2.904574,120.947079,151.365045,12.7833,135.991483,-90.356226,87.731092,69.880488,11.695546,-35.791,50.4885,34.095754,3.815,-29.278463,29.275635,19.316508,3.827923,2
76,133.860263,162.068167,12.08296,149.526568,-21.855256,42.123058,22.66796,10.694813,-18.8965,27.8315,16.177969,1.739375,-13.879799,9.460382,7.0785,1.71332,-175.292125,-145.288523,12.064631,-161.187908,-41.259327,21.683429,22.279463,-10.771976,-29.0535,17.09,16.198448,-2.197438,-9.253199,13.188956,6.619838,-1.907553,-268.823613,-218.831871,20.994367,-242.24727,-37.700105,63.90619,39.921245,14.145936,-33.5475,39.9895,27.368275,3.021188,-18.160623,12.155166,10.82316,2.88725,129.992743,161.343736,11.732472,146.842214,-19.853084,72.609613,37.46231,19.973645,-38.574,42.8225,29.843518,0.818,-20.094561,15.329368,11.183787,2.839741,99.02288,169.905739,27.492603,131.175644,-49.787035,64.323383,47.90983,11.799756,-43.555,49.0235,37.162312,3.143313,-22.649337,26.102847,14.914424,3.923161,2
77,129.681616,151.08892,9.483251,139.99689,-32.97345,39.429688,30.723977,-0.388555,-17.627,23.926,13.295899,-1.349,-12.360227,11.255726,7.240921,2.136435,-160.514654,-142.905927,8.474915,-151.805308,-39.049265,31.315992,30.768427,-0.232903,-24.707,16.1135,13.70771,2.032438,-13.465434,10.979954,6.999211,-2.101831,-265.2354,-217.861367,17.737699,-241.376026,-62.664864,58.555159,49.527551,1.93323,-31.299,34.814,22.086893,-1.355125,-16.91753,13.189663,10.759999,3.081925,95.742612,131.270485,16.587589,114.136669,-45.644096,61.353888,47.009773,5.222072,-27.1485,30.517,21.421495,-0.665437,-25.411296,22.097087,12.280279,4.21661,95.569724,164.657946,27.952443,132.564932,-74.163481,69.640472,61.99287,7.940898,-39.5995,46.8725,28.930306,0.329187,-22.994405,23.336645,15.375408,3.892667,2
78,140.524038,162.931898,9.164976,150.381371,-36.011181,20.371039,22.673606,-7.906426,-24.707,27.832,17.770108,-0.573563,-9.80545,12.843888,6.95961,0.906378,-174.394099,-152.090537,9.492977,-161.507255,-20.059912,34.561612,22.522157,8.07074,-26.66,21.289,17.067663,0.701875,-13.465434,10.358407,7.085236,-0.815648,-256.808455,-210.404219,17.285548,-235.212088,-64.080491,46.403529,39.570737,-14.190484,-33.738,37.354,26.763746,-0.280312,-16.983998,14.91571,11.573727,0.993352,72.574965,144.425146,28.397855,104.892132,-58.488337,50.788652,39.184241,-6.819073,-47.3145,39.2095,27.727051,-1.904313,-18.78217,18.782877,11.337552,1.501939,83.796396,171.805028,34.273836,119.281136,-79.618456,71.746943,56.062052,-17.962634,-51.025,49.3655,34.147275,0.27475,-22.85652,25.135525,16.06582,1.532477,2
79,142.699098,157.062205,5.165597,150.804221,-39.878348,44.95396,31.615396,-5.895414,-20.654,28.7105,15.037467,-2.655062,-9.874746,10.012632,6.159478,0.996888,-170.078626,-153.160389,6.037183,-162.422074,-44.090583,37.288923,30.503015,4.980683,-28.223,19.5315,14.960988,2.3255,-10.979247,9.80545,6.376933,-1.100435,-251.283476,-204.155163,17.994698,-223.007248,-64.186204,51.857797,41.618005,-12.636617,-36.329,33.6915,24.937258,-3.564812,-16.711762,14.501346,10.244636,1.01819,58.626223,107.344113,19.233613,87.413071,-53.170894,57.659962,41.421311,-10.867347,-34.619,51.6115,27.671782,2.63075,-21.820608,17.470487,11.807526,1.160981,104.443207,162.102462,22.151305,141.317588,-78.720784,58.971645,51.161342,-18.575165,-51.611,48.584,36.443684,-3.61325,-23.202295,22.649337,15.099916,0.086179,2
80,145.599297,163.897806,8.576132,154.584679,-43.261854,34.837383,29.906311,2.477172,-24.17,23.2905,15.127257,2.777,-12.636705,12.568116,7.386684,-0.082024,-176.328036,-155.680872,8.503713,-166.185562,-35.527873,42.571364,30.250268,-2.77071,-23.096,20.166,14.443591,-2.813688,-14.985007,13.326842,7.965898,0.012861,-241.511614,-205.708323,14.125187,-218.881722,-66.46733,52.028917,50.274372,1.70784,-40.037,33.6915,24.486308,0.855375,-16.155269,15.675143,9.994912,-0.379451,47.232612,70.468848,9.694758,59.144179,-72.023068,52.721882,54.013851,-2.22721,-41.3575,39.209,25.902977,6.543,-20.853993,23.340181,13.291979,-0.189947,118.599131,147.636825,10.950879,136.466924,-72.886446,85.937162,71.200702,4.98908,-51.4645,40.3315,31.360027,0.134187,-19.680196,18.160623,11.799329,0.034516,2
81,131.753439,169.974682,14.94028,151.744585,-15.848031,32.282607,22.297699,6.974548,-30.127,19.6295,17.738603,-1.074125,-10.703475,10.564882,6.113569,-0.526618,-184.786447,-143.872542,15.534685,-164.355569,-32.144367,17.435485,22.304506,-6.827911,-18.555,28.223,17.020131,0.482312,-11.739387,11.325022,6.801426,0.323722,-241.788093,-200.945252,17.144566,-219.727687,-37.15033,60.45869,39.389474,15.019567,-42.382,30.029,28.542788,0.915187,-14.087688,14.639232,10.511873,-0.379761,8.009752,43.744807,12.807079,27.65583,-38.220536,56.002857,38.244006,13.724589,-46.045,27.051,29.614978,-0.90325,-14.017685,16.365279,9.458743,0.103503,107.170872,153.919822,16.9242,128.10247,-57.487074,82.173586,52.473299,22.485465,-50.6835,39.063,37.27178,2.960125,-17.746259,23.270884,14.244447,-0.13382,2
82,143.423883,165.728152,8.368213,153.781848,-46.611065,36.39125,33.706902,4.05676,-19.7265,22.0705,13.107479,1.855563,-11.324315,13.396138,6.958556,-1.406833,-177.708662,-154.921792,8.789875,-165.547044,-37.047092,45.95487,33.392492,-3.910212,-19.0435,18.457,13.590038,-1.373312,-15.122893,13.326842,7.707462,1.255866,-222.005013,-180.263792,15.323941,-205.252681,-70.055544,60.593394,49.707978,6.826851,-37.9375,27.0995,22.709234,1.410188,-14.573471,15.330075,9.736886,-1.877324,-8.010106,29.58959,14.93709,5.015243,-77.685226,60.836639,53.131008,7.41481,-23.4865,30.9575,21.28894,3.619438,-18.092034,17.263305,10.448591,-2.248467,88.561235,176.499509,34.920672,123.104727,-81.138028,70.744973,57.380192,8.389734,-52.686,36.1815,30.438959,2.490187,-18.505692,18.092034,13.195968,-1.450055,2
83,140.005728,159.513037,7.781341,151.822455,-39.981585,46.645006,31.042744,-1.286139,-27.93,17.6755,16.959395,-0.140437,-10.426997,9.18461,5.96222,-2.533431,-170.975945,-150.709557,8.316045,-163.639447,-47.19761,38.807788,30.990049,0.984204,-18.994,26.416,16.264254,0.671313,-10.772065,12.084455,6.46488,2.468642,-220.521503,-190.241776,11.034733,-205.50282,-62.664864,60.837346,47.215776,-8.579061,-38.525,30.2735,25.813645,0.049062,-12.498819,16.158804,10.213595,-3.184853,-46.57677,8.459472,20.461756,-24.186057,-72.955035,71.504759,51.77269,-1.864287,-48.6815,24.902,26.131001,-4.052625,-17.608373,27.621005,12.28693,-3.806533,86.97272,149.810825,25.765711,115.940587,-72.747853,63.046348,62.135127,-9.667387,-54.4435,34.229,34.259439,-2.294875,-24.997639,19.610899,15.636995,-3.340549,2
84,140.523684,145.391761,1.832008,143.147669,-43.227205,27.034814,26.217999,-11.289932,-27.051,20.214,17.841128,-1.232938,-11.73868,11.393612,6.930821,-2.606793,-156.993262,-155.094327,0.799109,-155.611929,-24.824398,41.811931,24.59983,10.030133,-20.703,24.8045,17.500969,0.83,-12.429523,10.426997,6.922826,2.459936,-206.712768,-168.662999,15.259596,-186.236812,-57.554249,31.108809,38.947426,-15.536108,-37.8915,31.2985,27.511973,-3.625813,-14.639232,16.711055,10.671246,-3.30568,-58.17721,-11.393612,19.69901,-32.601688,-54.827999,29.381701,38.995997,-9.676049,-39.4525,33.5445,29.106949,-3.301875,-17.608373,22.925816,12.765476,-2.464267,102.716806,197.838578,39.364574,155.03378,-91.081717,36.702024,53.771379,-21.829182,-46.7775,35.205,32.834506,-4.767188,-24.237499,25.135525,15.84849,-2.939222,2
85,139.798193,170.182217,11.032392,154.446705,-43.952697,36.287306,33.774719,-0.043399,-29.395,14.258,14.746453,-0.872812,-13.810503,14.156278,7.589836,-1.860089,-180.298441,-148.775267,11.47317,-165.348347,-38.463073,44.090229,33.773434,-0.638959,-15.1855,29.2965,13.905437,1.171813,-13.60332,10.841361,7.355556,1.683312,-194.074295,-164.52006,12.638017,-179.935872,-54.931944,63.460359,50.815782,-4.004876,-34.4235,29.3945,22.038167,-0.10975,-15.605847,15.605847,10.575513,-2.796607,-95.776553,-45.367971,19.132583,-64.27141,-61.734311,65.393235,51.778585,-1.122355,-46.924,27.197,25.879893,-3.46675,-28.450441,16.84894,12.779822,-3.58238,123.81263,152.987855,11.957945,142.39681,-79.238739,84.65942,63.040767,-7.75979,-46.6795,46.1915,29.643343,1.336625,-22.097087,19.955968,13.337642,-3.80229,2
86,138.555806,160.618245,9.146445,148.499407,-30.176843,41.674045,26.034343,6.473828,-23.633,23.437,18.086499,1.208437,-14.501346,14.569935,8.83965,0.233036,-170.078626,-150.881738,8.288299,-159.824252,-41.95017,30.763034,26.449129,-6.042139,-25.293,22.266,17.678778,-1.342687,-15.675143,13.465434,8.377625,-0.2158,-202.498412,-158.684308,16.59997,-179.676629,-55.035889,63.287118,42.428437,11.169194,-33.4475,36.279,26.535155,0.646938,-17.332601,16.711055,11.795225,0.025854,-95.155713,-59.696429,13.297208,-81.500244,-56.62405,66.4295,44.851838,14.794618,-35.3035,28.711,23.883015,-1.17175,-24.306796,19.058649,13.142006,1.234255,125.331849,160.031346,12.348651,143.950412,-81.448448,75.509458,59.138859,13.456507,-40.3805,35.6445,29.602882,1.068188,-20.785404,17.263305,12.885468,-0.51358,2
87,131.063303,166.3847,12.755653,147.126824,-33.456404,36.83991,26.311814,7.483665,-23.584,24.609,16.742297,1.28775,-14.501346,10.841361,7.14611,0.133643,-177.397889,-144.460148,12.292534,-158.313695,-37.910469,33.732529,26.53901,-7.794526,-26.709,24.56,16.907515,-1.690687,-10.634179,11.945862,6.410472,-0.056082,-193.073385,-144.528383,19.921431,-175.723548,-52.618644,64.219791,41.908713,11.255814,-32.129,34.375,25.411539,2.661063,-16.641758,16.711055,10.892342,0.621414,-125.746567,-72.367783,21.169382,-104.408736,-54.37934,65.082815,43.694277,16.52102,-40.0395,31.25,27.345859,1.403875,-17.746966,20.992586,11.172925,0.474822,131.303719,170.043978,14.574686,146.884905,-65.634005,85.246672,58.177427,15.632452,-37.986,41.358,32.542869,6.256313,-19.953139,22.23568,14.448292,1.515197,2
88,131.61626,155.369745,9.389126,141.835632,-35.907589,41.155736,30.748111,-4.851018,-18.7985,23.7305,13.665039,-2.404687,-14.225574,10.703475,7.119706,1.346641,-165.555264,-143.458531,9.126441,-151.934797,-42.881784,36.839556,31.288873,4.816635,-25.9765,20.215,14.011681,2.5635,-11.11784,12.567409,6.76803,-1.122267,-183.647652,-152.228069,13.254765,-170.259822,-57.210595,62.907048,50.693903,-1.769535,-29.7365,35.498,22.527389,-2.2765,-15.398664,15.813029,10.794198,1.851471,-149.396814,-98.33239,20.801926,-125.63396,-50.8233,64.875987,45.392251,3.51326,-32.666,33.74,20.523906,-4.486125,-18.022738,22.78793,11.434148,2.101698,122.085875,163.933161,18.556091,141.033155,-88.700535,78.721137,67.825362,4.617761,-40.967,50.586,37.41385,-0.40925,-23.340181,25.273411,16.370962,1.860486,2
89,116.976675,157.579453,17.397055,138.141265,-33.732883,12.015158,21.24231,-9.115314,-14.5995,23.0955,15.032149,0.696,-12.015158,11.255726,7.397417,1.061721,-169.802148,-127.92092,18.137339,-148.991199,-12.084101,32.524437,20.506418,9.296421,-24.5115,16.8945,15.21817,-0.616437,-10.289111,11.11784,6.725901,-0.858825,-183.647298,-145.564648,15.029353,-166.824344,-60.490157,40.672782,39.408856,-15.320883,-28.1735,37.7925,26.039375,-1.178,-16.573169,14.639232,11.640343,1.290381,-153.195038,-95.259304,25.272737,-128.542997,-59.730724,33.318518,37.063971,-16.192922,-20.459,35.4485,22.770757,1.538125,-20.16315,14.362753,11.594319,2.201047,112.591552,166.210752,19.230288,140.833927,-67.43041,65.874775,48.726099,-12.015335,-40.2345,50.975,35.108564,-5.1395,-21.821315,18.985817,14.78471,1.553425,2
90,127.472614,154.403483,11.235547,143.881381,-30.832331,39.912996,26.946851,-2.701678,-18.6525,28.7105,15.111689,-1.348875,-11.807976,13.119659,7.377932,1.885942,-167.282019,-140.040377,11.60385,-155.387334,-40.223769,28.96769,26.996487,2.7449,-29.7365,18.408,14.88019,0.830062,-11.601501,10.703475,6.821023,-1.942201,-182.370263,-139.28059,15.587575,-157.528011,-61.146705,62.11332,45.104443,-8.390176,-31.8845,34.4235,22.850305,-2.844125,-16.91753,13.465434,10.901762,2.149339,-146.703797,-90.977773,20.184714,-116.94185,-59.731785,80.792607,51.570107,-2.900375,-32.08,29.6875,20.083181,-6.09125,-16.089508,19.818082,11.404407,2.002526,103.165465,184.92504,30.900016,147.929567,-94.568461,67.29217,58.372119,-16.555491,-42.188,38.916,31.657574,-4.88275,-19.473014,21.821315,14.370829,1.65737,2
91,123.985164,150.39843,10.981926,138.909625,-38.013707,40.913905,29.148046,5.912739,-20.703,28.0275,16.404872,1.654062,-13.396845,9.115314,7.297093,2.110493,-162.794012,-136.242506,11.367956,-150.778235,-41.431861,36.494842,28.714596,-6.853544,-30.029,16.2595,17.343689,-1.159563,-10.841361,12.153751,6.96502,-1.99382,-172.01221,-130.92471,14.971962,-148.576835,-60.732341,58.281509,47.275138,7.224775,-33.545,37.9395,24.557238,1.312312,-16.434576,11.946569,10.69184,2.904485,-144.494089,-91.84115,21.019759,-116.734844,-64.288734,44.919312,45.610851,0.62137,-34.7655,43.4565,27.690717,-1.1475,-18.575695,13.396138,10.807088,2.209709,133.790967,168.525113,13.171109,155.309287,-75.024383,69.916597,61.173958,4.739206,-38.2325,43.0175,32.890257,2.26475,-21.821315,22.165676,13.629909,3.473927,2
